"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"TGOLN2","O43493",0.425156309447114,0.899,FALSE,0.129,0.0647,-0.0647
"TH1L","H0UI80",0.317954156702613,0.877,FALSE,0.057,0.0285,-0.0285
"THADA","Q6YHU6",0.470071559058295,0.905,FALSE,0.0542,0.0271,-0.0271
"THAP11","Q96EK4",0.289063394998185,0.869,FALSE,-0.0732,-0.0366,0.0366
"THAP12","O43422",0.137383934600327,0.785,FALSE,-0.236,-0.118,0.118
"THEM6","Q8WUY1",0.01392205139774,0.218,FALSE,-0.214,-0.107,0.107
"THEMIS2","Q5TEJ8",0.234745837337958,0.85,FALSE,-0.1,-0.05,0.05
"THG1L","Q9NWX6",0.0386687832673524,0.508,FALSE,0.148,0.0738,-0.0738
"THOC1","A0A087WWS1",0.958402194090102,0.941,FALSE,-0.00259,-0.00129,0.00129
"THOC2","Q8NI27",0.990408909484959,0.942,FALSE,-0.00115,-0.000575,0.000575
"THOC3","Q96J01",0.433672092239214,0.9,FALSE,0.0392,0.0196,-0.0196
"THOC5","Q13769",0.647285393877715,0.923,FALSE,-0.0369,-0.0184,0.0184
"THOC6","Q86W42",0.242793812713082,0.853,FALSE,0.0999,0.0499,-0.0499
"THOC7","Q6I9Y2",0.0155670057877837,0.243,FALSE,0.189,0.0945,-0.0945
"THOP1","P52888",0.282464906849965,0.867,FALSE,-0.0595,-0.0297,0.0297
"THRAP3","Q9Y2W1",0.849076009822553,0.936,FALSE,-0.00893,-0.00446,0.00446
"THRAP3.1","Q6PJV4",0.716744491534728,0.928,FALSE,-0.0251,-0.0125,0.0125
"THTPA","Q9BU02",0.084173850678032,0.701,FALSE,-0.102,-0.0508,0.0508
"THUMPD3","Q9BV44",0.391189508731572,0.893,FALSE,-0.0484,-0.0242,0.0242
"THYN1","Q9P016",0.0223981669103327,0.345,FALSE,-0.149,-0.0743,0.0743
"TIA1","P31483",0.456455790909927,0.903,FALSE,0.0423,0.0212,-0.0212
"TIAL1","Q01085-2",0.97644508464215,0.941,FALSE,0.0026,0.0013,-0.0013
"TICAM2","Q86XR7-2",0.0347012485823075,0.477,FALSE,-0.145,-0.0725,0.0725
"TIFA","Q96CG3",0.193551134548723,0.83,FALSE,0.0881,0.044,-0.044
"TIGAR","Q9NQ88",0.0757685297737932,0.679,FALSE,0.0924,0.0462,-0.0462
"TIMELESS","Q9UNS1",0.533975626636906,0.913,FALSE,-0.0402,-0.0201,0.0201
"TIMM10","P62072",0.186862585964438,0.825,FALSE,-0.0713,-0.0357,0.0357
"TIMM10B","Q9Y5J6",0.909119195556445,0.939,FALSE,-0.0078,-0.0039,0.0039
"TIMM13","Q9Y5L4",0.452700885356046,0.903,FALSE,0.0588,0.0294,-0.0294
"TIMM21","Q9BVV7",0.0825007736028715,0.697,FALSE,-0.174,-0.0869,0.0869
"TIMM23","O14925",0.694407788199664,0.926,FALSE,0.0574,0.0287,-0.0287
"TIMM29","Q9BSF4",0.117250062047078,0.761,FALSE,-0.0836,-0.0418,0.0418
"TIMM44","O43615",0.317962650691542,0.877,FALSE,-0.0633,-0.0317,0.0317
"TIMM50","Q0VAB1",0.586361799629049,0.918,FALSE,-0.0372,-0.0186,0.0186
"TIMM8A","O60220",0.22827133105181,0.847,FALSE,0.0719,0.036,-0.036
"TIMM8B","G3XAN8",0.603586011718381,0.919,FALSE,0.0682,0.0341,-0.0341
"TIMM9","Q9Y5J7",0.709107206860686,0.927,FALSE,-0.0357,-0.0178,0.0178
"TIMMDC1","Q9NPL8",0.139990279978559,0.788,FALSE,-0.349,-0.175,0.175
"TIPIN","Q9BVW5",0.633179267354954,0.922,FALSE,-0.0415,-0.0208,0.0208
"TIPRL","O75663",0.927354423613929,0.939,FALSE,-0.00477,-0.00239,0.00239
"TJAP1","Q5JTD0",0.212998536560657,0.84,FALSE,-0.118,-0.0592,0.0592
"TJP2","A0A1B0GTW1",0.634162870362971,0.922,FALSE,0.0629,0.0315,-0.0315
"TK1","A0A024R8N6",0.290234712304313,0.87,FALSE,0.0875,0.0437,-0.0437
"TKT","P29401",0.068227106641677,0.656,FALSE,-0.105,-0.0527,0.0527
"TLE3","H0YNT2",0.935804776856789,0.94,FALSE,0.0053,0.00265,-0.00265
"TLK2","Q86UE8-3",0.251902202052074,0.857,FALSE,-0.0693,-0.0347,0.0347
"TLN1","Q9Y490",0.629771101482839,0.921,FALSE,0.0261,0.0131,-0.0131
"TLN2","Q9Y4G6",0.620778146309499,0.921,FALSE,-0.0225,-0.0113,0.0113
"TM9SF2","Q99805",0.389270727008977,0.893,FALSE,-0.0718,-0.0359,0.0359
"TM9SF3","Q9HD45",0.565827689298256,0.916,FALSE,-0.0826,-0.0413,0.0413
"TM9SF4","Q92544",0.245383553063494,0.854,FALSE,-0.0749,-0.0375,0.0375
"TMA16","H0Y9X1",0.340757995281722,0.883,FALSE,0.053,0.0265,-0.0265
"TMA7","Q9Y2S6",0.433613631180392,0.9,FALSE,0.0473,0.0236,-0.0236
"TMED4","Q7Z7H5",0.174266311046697,0.817,FALSE,-0.0702,-0.0351,0.0351
"TMED5","Q9Y3A6",0.797216390468349,0.933,FALSE,0.012,0.00599,-0.00599
"TMED8","Q6PL24",0.027489474053322,0.407,FALSE,0.178,0.0892,-0.0892
"TMED9","Q9BVK6",0.00137691131589204,0.00607,FALSE,-0.244,-0.122,0.122
"TMEM102","Q8N9M5",0.424153571313236,0.898,FALSE,-0.167,-0.0833,0.0833
"TMEM11","P17152",0.222529680049118,0.845,FALSE,-0.0621,-0.0311,0.0311
"TMEM126A","Q9H061",0.537353167157913,0.913,FALSE,0.075,0.0375,-0.0375
"TMEM165","Q9HC07",0.0623758761514413,0.635,FALSE,-0.217,-0.108,0.108
"TMEM179B","Q7Z7N9",0.248140642706097,0.856,FALSE,-0.0759,-0.038,0.038
"TMEM189-UBE2V1","I3L0A0",0.321554904984944,0.878,FALSE,0.2,0.0998,-0.0998
"TMEM192","Q8IY95",0.079517436706614,0.689,FALSE,-0.127,-0.0633,0.0633
"TMEM201","Q5SNT2",0.210854793945764,0.839,FALSE,-0.252,-0.126,0.126
"TMEM222","Q9H0R3",0.353117067215921,0.885,FALSE,-0.095,-0.0475,0.0475
"TMEM230","Q96A57-2",0.0721268700786186,0.668,FALSE,-0.139,-0.0694,0.0694
"TMEM263","Q8WUH6",0.856976876776898,0.936,FALSE,-0.0321,-0.0161,0.0161
"TMEM38A","Q9H6F2",0.00771013268148035,0.111,FALSE,-1.1,-0.548,0.548
"TMEM43","Q9BTV4",0.0659915899434568,0.648,FALSE,-0.337,-0.168,0.168
"TMEM49","D3DU01",0.0251846436616857,0.38,FALSE,-0.445,-0.222,0.222
"TMEM59","D3DQ48",0.0440922413599897,0.545,FALSE,-0.321,-0.161,0.161
"TMEM94","Q12767-2",0.345502314539074,0.884,FALSE,-0.126,-0.063,0.063
"TMF1","P82094-2",0.37154785537479,0.889,FALSE,-0.0427,-0.0213,0.0213
"TMPO","P42166",0.0904051817582245,0.715,FALSE,-0.117,-0.0585,0.0585
"TMSB10","D6W5K2",0.353188484120702,0.885,FALSE,0.113,0.0564,-0.0564
"TMSB4X","P62328",0.263783498349898,0.861,FALSE,0.108,0.0541,-0.0541
"TMX2","Q9Y320",0.031861478007917,0.451,FALSE,-0.474,-0.237,0.237
"TMX3","Q96JJ7",0.0695618718150728,0.66,FALSE,-0.308,-0.154,0.154
"TNFAIP8","O95379-4",0.0193425317471304,0.302,FALSE,0.211,0.105,-0.105
"TNFRSF10A","O00220",0.540478385310757,0.913,FALSE,0.0602,0.0301,-0.0301
"TNFRSF10B","B5BU36",0.283862783195241,0.868,FALSE,0.0684,0.0342,-0.0342
"TNFRSF17","Q02223",0.253505609842429,0.858,FALSE,0.24,0.12,-0.12
"TNKS1BP1","Q9C0C2",0.235307075976735,0.85,FALSE,-0.13,-0.0651,0.0651
"TNPO1","Q92973",0.0610683410586576,0.63,FALSE,0.0998,0.0499,-0.0499
"TNPO2","Q4LE60",0.0391366749908926,0.512,FALSE,0.107,0.0534,-0.0534
"TNPO3","C9J7E5",0.358136892119212,0.887,FALSE,0.0668,0.0334,-0.0334
"TNRC5","A0A024RD07",0.385747751124372,0.892,FALSE,-0.0842,-0.0421,0.0421
"TNRC6A","Q8NDV7",0.310608390359584,0.875,FALSE,0.132,0.0659,-0.0659
"TNRC6B","Q9UPQ9-1",0.340317247557161,0.883,FALSE,0.0552,0.0276,-0.0276
"TNS3","Q68CZ2",0.135080269276949,0.783,FALSE,0.167,0.0836,-0.0836
"TOE1","Q96GM8",0.191714822263268,0.828,FALSE,0.0821,0.041,-0.041
"TOM1L2","Q6ZVM7",0.0720429785538728,0.668,FALSE,-0.165,-0.0823,0.0823
"TOMM20","Q15388",0.493346487700686,0.908,FALSE,-0.0689,-0.0345,0.0345
"TOMM22","Q9NS69",0.380958958549292,0.891,FALSE,-0.074,-0.037,0.037
"TOMM34","Q15785",0.986997217098843,0.942,FALSE,-0.000781,-0.000391,0.000391
"TOMM40","O96008",0.807048695790854,0.933,FALSE,-0.0188,-0.00941,0.00941
"TOMM5","F8W8Z9",0.582080912687601,0.917,FALSE,-0.0287,-0.0143,0.0143
"TOMM6","Q96B49",0.768036447270118,0.931,FALSE,-0.0175,-0.00876,0.00876
"TOMM70","O94826",0.547963335536479,0.914,FALSE,-0.0433,-0.0216,0.0216
"TONSL","Q96HA7",0.353056584934846,0.885,FALSE,0.0627,0.0314,-0.0314
"TOP1","P11387",0.0346174145885987,0.476,FALSE,-0.364,-0.182,0.182
"TOP2A","P11388-4",0.131798841111701,0.779,FALSE,0.121,0.0606,-0.0606
"TOP2B","Q02880-2",0.975291410621899,0.941,FALSE,0.00266,0.00133,-0.00133
"TOP3A","Q13472",0.432944427076267,0.9,FALSE,-0.039,-0.0195,0.0195
"TOPBP1","Q92547",0.113723544756381,0.756,FALSE,-0.204,-0.102,0.102
"TOPORS","Q9NS56",0.319265043095815,0.878,FALSE,-0.0525,-0.0263,0.0263
"TOR1A","B4DGM9",0.977083618252728,0.942,FALSE,-0.00164,-0.000821,0.000821
"TOR1AIP1","J3KN66",0.0218561476901786,0.338,FALSE,-0.183,-0.0917,0.0917
"TOR1AIP2","Q9H496",0.00714544282895189,0.1,FALSE,0.225,0.113,-0.113
"TOR1B","O14657",0.609925707561806,0.92,FALSE,0.0339,0.0169,-0.0169
"TOX4","O94842",0.50885583325739,0.91,FALSE,0.039,0.0195,-0.0195
"TP53","A0A0U1RQC9",0.201671845670969,0.834,FALSE,-0.091,-0.0455,0.0455
"TP53BP1","Q12888-2",0.452708874420193,0.903,FALSE,0.0459,0.023,-0.023
"TP53BP2","Q13625-3",0.223581300642539,0.845,FALSE,0.244,0.122,-0.122
"TP63","Q9H3D4",0.0457915514782727,0.556,FALSE,-0.143,-0.0714,0.0714
"TPD52","P55327-3",0.920796895782757,0.939,FALSE,0.0102,0.00509,-0.00509
"TPD52L2","O43399-7",0.754056047350337,0.93,FALSE,0.0192,0.00958,-0.00958
"TPI1","P60174",0.324169623908017,0.879,FALSE,0.0984,0.0492,-0.0492
"TPM1","P09493",0.384541043913385,0.892,FALSE,-0.041,-0.0205,0.0205
"TPM3","P06753-2",0.208667196848866,0.838,FALSE,-0.06,-0.03,0.03
"TPM3.1","J3KN67",0.171458800056349,0.815,FALSE,-0.0638,-0.0319,0.0319
"TPM4","P67936",0.0150930428951422,0.236,FALSE,-0.18,-0.0902,0.0902
"TPM4.1","K7EQW8",0.320999554516896,0.878,FALSE,-0.0891,-0.0446,0.0446
"TPMT","P51580",0.595749278438583,0.919,FALSE,-0.0545,-0.0273,0.0273
"TPP2","P29144",0.0325572202244073,0.458,FALSE,0.114,0.0572,-0.0572
"TPR","P12270",0.513673101900856,0.91,FALSE,0.0358,0.0179,-0.0179
"TPRKB","Q9Y3C4-3",0.456871828422075,0.903,FALSE,0.0518,0.0259,-0.0259
"TPRN","Q4KMQ1",0.0289330329815763,0.422,FALSE,-0.212,-0.106,0.106
"TPT1","A0A0B4J2C3",0.12261558859651,0.768,FALSE,-0.18,-0.09,0.09
"TPX2","Q9ULW0-2",0.836647755107284,0.935,FALSE,0.0224,0.0112,-0.0112
"TRA2A","Q13595",0.108740116511396,0.748,FALSE,0.0991,0.0495,-0.0495
"TRABD","J3KPT4",0.734485774065296,0.929,FALSE,-0.0202,-0.0101,0.0101
"TRADD","Q15628",0.373331923948332,0.89,FALSE,0.0743,0.0371,-0.0371
"TRAF2","Q12933",0.743997129836881,0.93,FALSE,-0.022,-0.011,0.011
"TRAF3","A0A024R6N1",0.892697291453596,0.938,FALSE,0.0148,0.00738,-0.00738
"TRAF4","Q9BUZ4",0.570231052741135,0.916,FALSE,-0.101,-0.0505,0.0505
"TRAF6","Q9Y4K3",0.37207457576653,0.889,FALSE,0.0463,0.0231,-0.0231
"TRAFD1","O14545",0.109838772611066,0.75,FALSE,-0.144,-0.0722,0.0722
"TRAM2","Q15035",0.0211170188544966,0.327,FALSE,-0.284,-0.142,0.142
"TRANK1","O15050",0.305894974817623,0.874,FALSE,0.0647,0.0324,-0.0324
"TRAP1","Q9BV61",0.53854967145854,0.913,FALSE,0.0387,0.0193,-0.0193
"TRAPPC1","Q9Y5R8",0.569638570283496,0.916,FALSE,-0.0357,-0.0179,0.0179
"TRAPPC10","P48553",0.0772519340595791,0.683,FALSE,-0.175,-0.0876,0.0876
"TRAPPC12","Q8WVT3",0.870231981690163,0.937,FALSE,0.00938,0.00469,-0.00469
"TRAPPC13","A5PLN9-5",0.724017944956619,0.928,FALSE,0.034,0.017,-0.017
"TRAPPC3","A0A087WWM0",0.263766900252808,0.861,FALSE,-0.0798,-0.0399,0.0399
"TRAPPC4","Q9Y296",0.836927947264468,0.935,FALSE,0.0241,0.012,-0.012
"TRAPPC5","Q8IUR0",0.216966825894854,0.842,FALSE,-0.159,-0.0796,0.0796
"TRAPPC6A","O75865-2",0.36032914893665,0.887,FALSE,-0.0928,-0.0464,0.0464
"TRAPPC6B","Q86SZ2",0.041820532606796,0.531,FALSE,-0.295,-0.147,0.147
"TRAPPC9","Q96Q05-2",0.28538579732629,0.868,FALSE,-0.133,-0.0664,0.0664
"TREX1","Q9NSU2",0.328132416928276,0.88,FALSE,-0.0647,-0.0323,0.0323
"TRIAP1","O43715",0.35448327121486,0.886,FALSE,0.0531,0.0266,-0.0266
"TRIM11","Q96F44",0.475662639911233,0.906,FALSE,-0.0704,-0.0352,0.0352
"TRIM21","P19474",0.102308635503303,0.738,FALSE,0.112,0.056,-0.056
"TRIM24","O15164",0.940197334597582,0.94,FALSE,0.00369,0.00184,-0.00184
"TRIM25","Q14258",0.718348326391633,0.928,FALSE,0.0254,0.0127,-0.0127
"TRIM26","Q12899",0.236430011349866,0.851,FALSE,0.0582,0.0291,-0.0291
"TRIM27","P14373",0.126173814179193,0.772,FALSE,0.109,0.0545,-0.0545
"TRIM28","Q13263",0.500552511246726,0.909,FALSE,-0.06,-0.03,0.03
"TRIM32","Q13049",0.669865218458073,0.925,FALSE,0.0588,0.0294,-0.0294
"TRIM33","A0A024R0F6",0.110278912535932,0.751,FALSE,0.0997,0.0499,-0.0499
"TRIM38","O00635",0.184993151752065,0.824,FALSE,0.0913,0.0457,-0.0457
"TRIM41","Q8WV44",0.325576834002501,0.879,FALSE,0.11,0.0549,-0.0549
"TRIM56","Q9BRZ2",0.254224482529027,0.858,FALSE,0.0904,0.0452,-0.0452
"TRIM65","Q6PJ69",0.31779359989169,0.877,FALSE,-0.0852,-0.0426,0.0426
"TRIM9","Q9C026-4",0.474296367313337,0.905,FALSE,0.0391,0.0196,-0.0196
"TRIP11","Q15643",0.54465202937267,0.914,FALSE,-0.0325,-0.0163,0.0163
"TRIP12","Q14669-2",0.0420734919665923,0.532,FALSE,-0.32,-0.16,0.16
"TRIP13","Q15645",0.3143694001783,0.876,FALSE,0.0872,0.0436,-0.0436
"TRIP4","Q15650",0.249427370366845,0.856,FALSE,-0.0635,-0.0317,0.0317
"TRMT10A","Q8TBZ6",0.00338304704316536,0.0343,FALSE,0.239,0.12,-0.12
"TRMT10C","Q7L0Y3",0.102026529712416,0.737,FALSE,0.0904,0.0452,-0.0452
"TRMT11","Q7Z4G4",0.718273806794033,0.928,FALSE,-0.0183,-0.00915,0.00915
"TRMT112","Q9UI30",0.699250811815531,0.927,FALSE,0.0239,0.012,-0.012
"TRMT2A","F2Z2W7",0.501671642716647,0.909,FALSE,-0.118,-0.059,0.059
"TRMT5","Q32P41",0.0244851454462033,0.372,FALSE,-0.178,-0.089,0.089
"TRMT6","Q9UJA5",0.442531683460174,0.901,FALSE,0.0448,0.0224,-0.0224
"TRMT61A","Q96FX7",0.456939053112791,0.903,FALSE,0.0543,0.0271,-0.0271
"TRMT61B","Q9BVS5",0.0725748827057167,0.67,FALSE,-0.0979,-0.0489,0.0489
"TRMU","O75648",0.0352697980655006,0.481,FALSE,-0.168,-0.084,0.084
"TRNAU1AP","Q9NX07",0.90895945309556,0.939,FALSE,-0.00891,-0.00445,0.00445
"TRNT1","A0A024R2H7",0.284237982607719,0.868,FALSE,-0.0594,-0.0297,0.0297
"TROVE2","P10155",0.276770124294356,0.866,FALSE,-0.0929,-0.0465,0.0465
"TRPS1","Q9UHF7-2",0.396328449657567,0.894,FALSE,-0.134,-0.067,0.067
"TRPT1","Q86TN4-4",0.141600430308113,0.79,FALSE,-0.0758,-0.0379,0.0379
"TRRAP","Q9Y4A5",0.833720703120264,0.935,FALSE,-0.0116,-0.00579,0.00579
"TRUB1","Q8WWH5",0.980463476815828,0.942,FALSE,-0.00348,-0.00174,0.00174
"TRUB2","O95900",0.555761444940015,0.915,FALSE,-0.0334,-0.0167,0.0167
"TSC1","Q92574",0.369665672785429,0.889,FALSE,-0.146,-0.0729,0.0729
"TSC2","P49815-3",0.262677432317131,0.861,FALSE,0.0674,0.0337,-0.0337
"TSC22D2","O75157",0.54029405137372,0.913,FALSE,0.0431,0.0216,-0.0216
"TSC22D4","Q9Y3Q8",0.177429619944238,0.819,FALSE,-0.113,-0.0567,0.0567
"TSEN15","Q8WW01",0.814463289996114,0.934,FALSE,-0.0243,-0.0121,0.0121
"TSEN34","E7EQB3",0.798127128026025,0.933,FALSE,-0.0198,-0.00992,0.00992
"TSFM","P43897",0.360290567571248,0.887,FALSE,0.0591,0.0296,-0.0296
"TSG101","Q99816",0.576230494320914,0.917,FALSE,-0.0359,-0.018,0.018
"TSN","Q15631",0.812530416625352,0.934,FALSE,-0.0219,-0.011,0.011
"TSNAX","Q99598",0.539989233942192,0.913,FALSE,0.0297,0.0148,-0.0148
"TSPO","P30536",0.00970521133041287,0.146,FALSE,-0.269,-0.134,0.134
"TSPYL1","Q9H0U9",0.710620605828296,0.927,FALSE,0.0179,0.00896,-0.00896
"TSR1","Q2NL82",0.0666329606480876,0.65,FALSE,0.119,0.0595,-0.0595
"TSR3","Q9UJK0",0.0841460486385886,0.701,FALSE,-0.132,-0.0659,0.0659
"TSSC1","A8MUM1",0.875703924663318,0.937,FALSE,-0.0102,-0.00511,0.00511
"TSSC4","A0A024RCB9",0.773315999813759,0.931,FALSE,0.0135,0.00675,-0.00675
"TST","Q16762",0.863349504007342,0.936,FALSE,0.0386,0.0193,-0.0193
"TSTA3","Q13630",0.666601407227766,0.924,FALSE,0.0479,0.0239,-0.0239
"TSTD1","Q8NFU3-4",0.0273725058729792,0.405,FALSE,-0.34,-0.17,0.17
"TTC19","Q6DKK2",0.826355283939161,0.934,FALSE,0.0173,0.00866,-0.00866
"TTC27","Q6P3X3",0.337680953846263,0.882,FALSE,0.0731,0.0365,-0.0365
"TTC28","Q96AY4",0.227668172016121,0.847,FALSE,-0.0981,-0.0491,0.0491
"TTC33","Q6PID6",0.591697855473731,0.918,FALSE,-0.0518,-0.0259,0.0259
"TTC37","Q6PGP7",0.369116105165977,0.889,FALSE,-0.0483,-0.0241,0.0241
"TTC39C","Q8N584",0.00830039570389829,0.122,FALSE,-0.422,-0.211,0.211
"TTC4","O95801",0.0525125717771096,0.592,FALSE,0.134,0.0672,-0.0672
"TTC5","Q8N0Z6",0.285028374739996,0.868,FALSE,-0.729,-0.364,0.364
"TTC7A","Q9ULT0-4",0.311668613684079,0.876,FALSE,-0.0579,-0.029,0.029
"TTC7B","Q86TV6-2",0.871404688042391,0.937,FALSE,0.0153,0.00767,-0.00767
"TTC9C","Q8N5M4",0.276903485223318,0.866,FALSE,0.0767,0.0384,-0.0384
"TTF2","Q9UNY4",0.0692235582808741,0.659,FALSE,0.185,0.0924,-0.0924
"TTI1","O43156",0.37700751921339,0.89,FALSE,-0.0613,-0.0307,0.0307
"TTI2","Q6NXR4",0.193530531780006,0.83,FALSE,-0.0808,-0.0404,0.0404
"TTK","P33981",0.115615208082108,0.759,FALSE,0.0982,0.0491,-0.0491
"TTL","Q8NG68",0.42028407772875,0.898,FALSE,-0.0891,-0.0445,0.0445
"TTLL12","Q14166",0.546254079383505,0.914,FALSE,0.029,0.0145,-0.0145
"TTLL5","G3V2J9",0.605165538188106,0.919,FALSE,-0.0514,-0.0257,0.0257
"TUBA1A","Q71U36",0.0173039251973914,0.27,FALSE,0.159,0.0795,-0.0795
"TUBA1C","F5H5D3",0.0108180512844937,0.165,FALSE,0.18,0.09,-0.09
"TUBA3E","Q6PEY2",0.0276391819752109,0.408,FALSE,0.156,0.0781,-0.0781
"TUBA4A","P68366",0.0253625999223444,0.382,FALSE,0.132,0.066,-0.066
"TUBA8","C9J2C0",0.0129740214533386,0.202,FALSE,0.188,0.0941,-0.0941
"TUBB","P07437",0.0706640459232876,0.664,FALSE,0.111,0.0555,-0.0555
"TUBB.1","Q9BUU9",0.0672872788646002,0.653,FALSE,0.113,0.0565,-0.0565
"TUBB1","Q9H4B7",0.130407571495043,0.777,FALSE,0.102,0.0512,-0.0512
"TUBB2B","Q9BVA1",0.0758947395750815,0.679,FALSE,0.108,0.0539,-0.0539
"TUBB3","Q13509",0.111367502425804,0.752,FALSE,0.0896,0.0448,-0.0448
"TUBB4A","P04350",0.0811508702858941,0.693,FALSE,0.102,0.0512,-0.0512
"TUBB4B","P68371",0.0597143494515102,0.624,FALSE,0.115,0.0574,-0.0574
"TUBB6","Q9BUF5",0.115612104690623,0.759,FALSE,0.0974,0.0487,-0.0487
"TUBE1","Q9UJT0",0.182516965416769,0.823,FALSE,0.0914,0.0457,-0.0457
"TUBG1","P23258",0.718013465674626,0.928,FALSE,-0.0323,-0.0161,0.0161
"TUBGCP2","Q9BSJ2-4",0.952529341342788,0.94,FALSE,-0.00471,-0.00236,0.00236
"TUBGCP3","Q96CW5",0.279235974036884,0.866,FALSE,0.0632,0.0316,-0.0316
"TUBGCP4","Q9UGJ1",0.267072938357237,0.862,FALSE,0.0874,0.0437,-0.0437
"TUBGCP5","A0A087X1Z1",0.585458782605408,0.918,FALSE,0.0462,0.0231,-0.0231
"TUFM","P49411",0.516388277192012,0.911,FALSE,0.0415,0.0207,-0.0207
"TUT1","F5H0R1",0.922888517561617,0.939,FALSE,-0.00764,-0.00382,0.00382
"TWF1","Q12792",0.191832486182083,0.829,FALSE,0.138,0.069,-0.069
"TWF2","Q6IBS0",0.0572161239217096,0.614,FALSE,0.124,0.062,-0.062
"TWISTNB","Q3B726",0.095568876189705,0.725,FALSE,0.142,0.0708,-0.0708
"TWSG1","Q9GZX9",0.235445847867523,0.85,FALSE,-0.0606,-0.0303,0.0303
"TXLNA","P40222",0.140347053031242,0.788,FALSE,0.26,0.13,-0.13
"TXLNG","Q9NUQ3",0.0400461939955508,0.518,FALSE,0.236,0.118,-0.118
"TXN","P10599",0.785338421912241,0.932,FALSE,0.0192,0.00959,-0.00959
"TXNDC12","O95881",0.288431033605949,0.869,FALSE,-0.0695,-0.0347,0.0347
"TXNDC15","Q96J42",0.00150430730679205,0.00744,FALSE,-0.315,-0.158,0.158
"TXNDC17","Q9BRA2",0.288133986463903,0.869,FALSE,-0.0577,-0.0289,0.0289
"TXNDC5","Q8NBS9",0.58589688983719,0.918,FALSE,-0.0469,-0.0234,0.0234
"TXNDC9","O14530",0.272789894661597,0.864,FALSE,0.16,0.0802,-0.0802
"TXNIP","Q9H3M7",0.0506097264091263,0.583,FALSE,-0.117,-0.0585,0.0585
"TXNL1","O43396",0.644269644626594,0.923,FALSE,0.0271,0.0136,-0.0136
"TXNL4A","P83876",0.0306696763007736,0.44,FALSE,-0.124,-0.0619,0.0619
"TXNRD2","Q17RE6",0.311811062275325,0.876,FALSE,0.0934,0.0467,-0.0467
"TYK2","P29597",0.050715775062764,0.583,FALSE,-0.13,-0.0648,0.0648
"TYSND1","Q2T9J0",0.957027386605926,0.941,FALSE,0.0106,0.00532,-0.00532
"TYW3","Q6IPR3",0.232764509269815,0.849,FALSE,0.139,0.0694,-0.0694
"TYW5","A2RUC4",0.673723854982661,0.925,FALSE,-0.0371,-0.0186,0.0186
"U2AF1L4","Q8WU68",0.286470121170873,0.869,FALSE,0.0656,0.0328,-0.0328
"U2AF1L5","P0DN76",0.793101207292062,0.933,FALSE,-0.0229,-0.0114,0.0114
"U2AF2","P26368",0.42632432184255,0.899,FALSE,0.0754,0.0377,-0.0377
"U2SURP","O15042-2",0.707127881327801,0.927,FALSE,-0.0329,-0.0164,0.0164
"UAP1","Q16222",0.837594332263854,0.935,FALSE,0.0178,0.0089,-0.0089
"UAP1L1","Q3KQV9",0.245345807956127,0.854,FALSE,0.18,0.0901,-0.0901
"UBA1","P22314",0.869008364666887,0.937,FALSE,0.00827,0.00414,-0.00414
"UBA2","Q9UBT2",0.00132115464874154,0.00552,FALSE,-0.288,-0.144,0.144
"UBA5","Q9GZZ9",0.0990059705579474,0.732,FALSE,-0.132,-0.066,0.066
"UBA52","P62987",0.0141388077704442,0.221,FALSE,-0.147,-0.0736,0.0736
"UBA6","A0AVT1",0.379132815912379,0.891,FALSE,0.0523,0.0261,-0.0261
"UBA7","P41226",0.553213812409216,0.914,FALSE,0.0492,0.0246,-0.0246
"UBAC1","Q9BSL1",0.64369917046083,0.923,FALSE,-0.0254,-0.0127,0.0127
"UBALD2","Q8IYN6",0.0480920437068841,0.569,FALSE,0.113,0.0567,-0.0567
"UBAP1","Q9NZ09-4",0.196715438818813,0.831,FALSE,0.119,0.0597,-0.0597
"UBAP2","Q5T6F2",0.462215397870583,0.904,FALSE,-0.0705,-0.0353,0.0353
"UBAP2L","Q14157-5",0.0561215834664105,0.609,FALSE,0.134,0.067,-0.067
"UBAP2L.1","Q14157-1",0.288990767580624,0.869,FALSE,0.0736,0.0368,-0.0368
"UBE2D2","P62837",0.753229228211727,0.93,FALSE,0.0179,0.00897,-0.00897
"UBE2D3","P61077-2",0.372525975511005,0.889,FALSE,-0.0708,-0.0354,0.0354
"UBE2E1","P51965",0.095366905885682,0.725,FALSE,-0.09,-0.045,0.045
"UBE2E2","Q96LR5",0.126769209698716,0.773,FALSE,-0.15,-0.0748,0.0748
"UBE2G1","P62253",0.132597821927388,0.78,FALSE,-0.174,-0.0868,0.0868
"UBE2G2","P60604",0.634664450831241,0.922,FALSE,-0.0372,-0.0186,0.0186
"UBE2I","B0QYN7",0.154652553302778,0.802,FALSE,0.324,0.162,-0.162
"UBE2J1","Q9Y385",0.0208679345084163,0.324,FALSE,-0.69,-0.345,0.345
"UBE2K","P61086",0.342514218895184,0.883,FALSE,0.111,0.0553,-0.0553
"UBE2L5P","A0A1B0GUS4",0.230765573005248,0.848,FALSE,0.0806,0.0403,-0.0403
"UBE2M","P61081",0.026272337268064,0.393,FALSE,-0.204,-0.102,0.102
"UBE2N","P61088",0.900080843113548,0.938,FALSE,-0.00909,-0.00455,0.00455
"UBE2O","Q9C0C9",0.115408204355374,0.758,FALSE,0.092,0.046,-0.046
