"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"A8K187","A8K187",0.00065657797658483,0.00532,TRUE,0.458,-0.229,0.229
"A8K2L4","A8K2L4",0.00159868289767442,0.0534,TRUE,0.412,-0.206,0.206
"A8K6K2","A8K6K2",0.000500422404145829,0.00201,TRUE,0.358,-0.179,0.179
"A8K7N0","A8K7N0",0.00124923854785922,0.0306,TRUE,-0.521,0.261,-0.261
"A8KAC4","A8KAC4",0.000285357394344584,0.00015,TRUE,0.421,-0.21,0.21
"ABLIM1","O14639",0.000181244356453359,1.06e-05,TRUE,0.478,-0.239,0.239
"ACAD10","Q6JQN1-5",0.000976595575266709,0.0168,TRUE,-0.37,0.185,-0.185
"AK4","P27144",0.000373690754363306,0.00057,TRUE,0.692,-0.346,0.346
"ALDOC","P09972",0.000320457817325694,0.000273,TRUE,0.434,-0.217,0.217
"ANAPC4","Q9UJX5-3",2.12787260216115e-06,8.11e-14,TRUE,1.27,-0.635,0.635
"ANXA5","P08758",0.00109726373747784,0.0221,TRUE,0.706,-0.353,0.353
"APBB1IP","Q7Z5R6",0.000746669381325742,0.00799,TRUE,-0.393,0.197,-0.197
"ASNS","P08243",0.000419681462865767,0.000952,TRUE,-0.474,0.237,-0.237
"B2R7F8","B2R7F8",0.00112575659630045,0.0233,TRUE,0.327,-0.164,0.164
"B3KXY9","B3KXY9",0.000616508436246556,0.00431,TRUE,0.346,-0.173,0.173
"B3VL17","B3VL17",0.000529442927180801,0.0025,TRUE,0.62,-0.31,0.31
"B4DY32","B4DY32",0.000370245734459458,0.000546,TRUE,-0.495,0.247,-0.247
"B4E106","B4E106",0.00066027529484125,0.00542,TRUE,0.352,-0.176,0.176
"B6E4X6","B6E4X6",0.00131480136530558,0.0347,TRUE,-0.364,0.182,-0.182
"BASP1","P80723",0.000531833242263268,0.00254,TRUE,1.41,-0.705,0.705
"BPHL","Q86WA6",0.000358746882279241,0.000473,TRUE,0.458,-0.229,0.229
"BRD4","O60885",0.000583938605244692,0.00356,TRUE,0.436,-0.218,0.218
"BRD9","Q9H8M2",0.000184185467808486,1.17e-05,TRUE,0.454,-0.227,0.227
"BRI3BP","Q8WY22",0.00127562844007092,0.0322,TRUE,0.448,-0.224,0.224
"C15orf40","Q8WUR7",0.00111816813000304,0.023,TRUE,0.441,-0.22,0.22
"CAMK1D","Q8IU85",0.00117715481777533,0.0262,TRUE,0.342,-0.171,0.171
"CARNMT1","Q8N4J0",4.61865209111374e-06,8.11e-14,TRUE,1.35,-0.677,0.677
"CCDC88A","Q3V6T2",0.00166040015383061,0.0575,TRUE,0.385,-0.192,0.192
"CD37","P11049",0.000118644862706406,5.47e-07,TRUE,0.555,-0.277,0.277
"CDYL","Q9Y232",0.00101518502412276,0.0184,TRUE,0.426,-0.213,0.213
"CENPV","Q7Z7K6-3",1.15657916091784e-05,8.11e-14,TRUE,0.841,-0.42,0.42
"CEP85","Q6P2H3",0.00100919853613566,0.0182,TRUE,0.35,-0.175,0.175
"CHDH","A0A024R301",5.70859913581976e-05,4.47e-10,TRUE,0.562,-0.281,0.281
"CKB","P12277",7.96861885851809e-05,1.54e-08,TRUE,0.74,-0.37,0.37
"COTL1","Q14019",0.000619502720133141,0.00438,TRUE,0.329,-0.164,0.164
"CPNE3","O75131",0.00163117508065189,0.0555,TRUE,0.4,-0.2,0.2
"CRK","P46108-2",0.000266281613433836,0.000105,TRUE,0.542,-0.271,0.271
"CTSC","P53634",0.000112722107806498,3.63e-07,TRUE,-0.485,0.243,-0.243
"DCAF7","P61962",1.552323589356e-05,8.11e-14,TRUE,0.816,-0.408,0.408
"DCTN6","O00399",0.00135247243953612,0.0372,TRUE,-0.771,0.385,-0.385
"DUSP3","B5BUI8",0.000311564765257129,0.000237,TRUE,0.416,-0.208,0.208
"EDARADD","L0R849",0.00027903039070921,0.000134,TRUE,0.489,-0.244,0.244
"EIF4A1","J3KSZ0",0.00205144471697164,0.0823,TRUE,-0.323,0.162,-0.162
"ENO1","P06733",0.000830311673044566,0.0108,TRUE,0.325,-0.162,0.162
"ERCC4","Q92889",0.000511897238221372,0.0022,TRUE,0.335,-0.168,0.168
"EVL","Q9UI08-2",1.73899194110036e-05,8.11e-14,TRUE,1.06,-0.529,0.529
"F2","P00734",0.00110074840566619,0.0222,TRUE,0.367,-0.184,0.184
"FAM65B","Q9Y4F9",0.00163281662755586,0.0556,TRUE,0.358,-0.179,0.179
"FCRLA","Q7L513-10",0.000686615379992898,0.00612,TRUE,-0.369,0.185,-0.185
"FKBP1A","P62942",0.00169638747074163,0.0598,TRUE,0.419,-0.21,0.21
"FNBP4","Q8N3X1-2",0.00038428355800342,0.000643,TRUE,0.412,-0.206,0.206
"FTL","P02792",0.00110298662949679,0.0223,TRUE,0.612,-0.306,0.306
"GATM","P50440-2",0.000247098278791308,6.97e-05,TRUE,0.638,-0.319,0.319
"GSN","P06396-2",0.000146641211443805,2.58e-06,TRUE,0.971,-0.485,0.485
"HBA2","G3V1N2",0.000154307404426024,3.63e-06,TRUE,1.14,-0.569,0.569
"HBA2.1","A0A0K2BMD8",4.00811484045274e-05,5.94e-12,TRUE,1.23,-0.615,0.615
"HBA2.2","U6A3P2",0.000213165287868359,2.97e-05,TRUE,0.678,-0.339,0.339
"HIST1H1E","P10412",0.00193038111724348,0.0744,TRUE,-1.07,0.536,-0.536
"HLTF","Q14527",0.000827287854801119,0.0107,TRUE,0.372,-0.186,0.186
"HSF1","Q00613",3.51796289162818e-05,9.92e-13,TRUE,0.67,-0.335,0.335
"HSPB1","P04792",0.00175367184944483,0.0635,TRUE,0.82,-0.41,0.41
"ICAM1","P05362",0.00132061837774803,0.0351,TRUE,0.434,-0.217,0.217
"IL4I1","Q96RQ9-2",0.000727103969548754,0.00736,TRUE,0.472,-0.236,0.236
"ITGAL","P20701-2",0.00192947320877931,0.0744,TRUE,0.334,-0.167,0.167
"KIF3B","O15066",0.000189007940074487,1.37e-05,TRUE,0.421,-0.21,0.21
"KRT9","P35527",0.00191012252855452,0.0732,TRUE,-0.512,0.256,-0.256
"LACTB","P83111",0.00157590380399764,0.0519,TRUE,0.396,-0.198,0.198
"LANCL1","A0A024R3Z5",4.73593524238275e-05,5e-11,TRUE,0.624,-0.312,0.312
"LDHA","P00338-3",0.000384310658943114,0.000644,TRUE,0.52,-0.26,0.26
"LRMP","A0A024RAY9",0.000825396466014259,0.0106,TRUE,0.416,-0.208,0.208
"LRMP.1","A0A1B0GU45",0.000825396466014259,0.0106,TRUE,0.416,-0.208,0.208
"LSP1","P33241-3",0.00149359300377143,0.0464,TRUE,0.408,-0.204,0.204
"MACROD1","Q9BQ69",1.05230434008344e-05,8.11e-14,TRUE,1.03,-0.515,0.515
"MAP4.1","P27816-5",0.00110201539791077,0.0223,TRUE,0.322,-0.161,0.161
"MDH1.1","C9JRL4",0.000750296325955777,0.00811,TRUE,0.35,-0.175,0.175
"ME1","P48163",0.00187251195291133,0.0709,TRUE,-0.396,0.198,-0.198
"MELTF","P08582",6.42791372189825e-06,8.11e-14,TRUE,1,-0.501,0.501
"MIF","P14174",0.000559593603766133,0.00304,TRUE,0.392,-0.196,0.196
"MITD1","Q8WV92",0.000161253909922906,4.93e-06,TRUE,0.426,-0.213,0.213
"MRPL30","Q8TCC3-2",0.000145786133391612,2.49e-06,TRUE,0.724,-0.362,0.362
"MT1E","P04732",0.00113174736232572,0.0236,TRUE,1.16,-0.581,0.581
"MVP","Q14764",0.0019121848320725,0.0733,TRUE,0.485,-0.242,0.242
"NCBP2","P52298",0.00211539894493126,0.087,TRUE,0.334,-0.167,0.167
"NDUFB7","P17568",0.000496346398247148,0.00195,TRUE,0.627,-0.313,0.313
"NGDN","Q8NEJ9",0.000281119156850837,0.000139,TRUE,0.481,-0.24,0.24
"NR3C1","P04150-3",0.000981232943420092,0.017,TRUE,0.34,-0.17,0.17
"NT5C2","Q5JUV4",0.000245131312759313,6.68e-05,TRUE,0.518,-0.259,0.259
"NUDT15","Q9NV35",0.000314048814238587,0.000247,TRUE,0.552,-0.276,0.276
"PDCL","Q13371",7.23278417897991e-06,8.11e-14,TRUE,0.901,-0.451,0.451
"PDK3","Q15120-2",0.000262342104041043,9.71e-05,TRUE,0.414,-0.207,0.207
"PEA15","Q15121-2",0.000234406401114181,5.21e-05,TRUE,0.52,-0.26,0.26
"PGAM1","P18669",0.00106174358969606,0.0205,TRUE,0.448,-0.224,0.224
"PGK1","P00558",8.06359008790134e-05,1.71e-08,TRUE,0.533,-0.267,0.267
"PHYKPL","Q8IUZ5",1.55421256934029e-05,8.11e-14,TRUE,1.09,-0.543,0.543
"PIGU","Q9H490",1.47299200743855e-06,8.11e-14,TRUE,1.45,-0.725,0.725
"PLEKHO2","Q8TD55",4.84776865692591e-05,6.49e-11,TRUE,0.645,-0.322,0.322
"PPME1","Q9Y570",0.000822525641687617,0.0105,TRUE,0.335,-0.167,0.167
"PPP1R12C","Q9BZL4-4",0.000403275892639822,0.000801,TRUE,0.466,-0.233,0.233
"PPP1R13L","Q8WUF5",0.000131186987768884,1.18e-06,TRUE,0.694,-0.347,0.347
"PPP4R3B","Q5MIZ7",0.000103112283731842,1.7e-07,TRUE,0.483,-0.242,0.242
"PPP6R2","O75170",0.00181240493799414,0.0672,TRUE,0.35,-0.175,0.175
"PRIM1","P49642",0.00113420758911686,0.0237,TRUE,-0.356,0.178,-0.178
"PRMT1","H7C2I1",0.000556224663196178,0.00298,TRUE,-0.363,0.182,-0.182
"PRPF39","Q86UA1",0.00140328976576365,0.0405,TRUE,0.476,-0.238,0.238
"PSIP1","O75475",0.00108343467661633,0.0215,TRUE,0.387,-0.193,0.193
"Q14403","Q14403",1.11936375887916e-05,8.11e-14,TRUE,0.868,-0.434,0.434
"Q59FR8","Q59FR8",0.000740556136320855,0.00779,TRUE,0.503,-0.251,0.251
"Q59GX6","Q59GX6",0.00095560005758039,0.0158,TRUE,-0.464,0.232,-0.232
"Q59H39","Q59H39",0.00171052117709918,0.0607,TRUE,0.339,-0.169,0.169
"QPRT","Q15274",4.98794907365509e-05,8.92e-11,TRUE,0.809,-0.404,0.404
"RABEP2","Q9H5N1",0.000360533255556952,0.000484,TRUE,0.354,-0.177,0.177
"REXO4","Q9GZR2",0.00015300762361542,3.44e-06,TRUE,0.502,-0.251,0.251
"RGN","Q15493",0.000780696912449248,0.00911,TRUE,0.754,-0.377,0.377
"RNF219","Q5W0B1",0.000142988299658661,2.18e-06,TRUE,-1.46,0.731,-0.731
"RPL14","Q6IPH7",0.00190192139379266,0.0727,TRUE,-0.503,0.251,-0.251
"RPL17","P18621-3",0.00128476891525606,0.0328,TRUE,-0.359,0.179,-0.179
"RPL24","P83731",0.000674590794720172,0.0058,TRUE,-0.37,0.185,-0.185
"RPL26","P61254",0.00227923060710983,0.0987,TRUE,-0.349,0.175,-0.175
"RPL27","P61353",0.001112765217332,0.0227,TRUE,-0.366,0.183,-0.183
"RPL34","P49207",0.00153469550637094,0.0492,TRUE,-0.458,0.229,-0.229
"RPL7A","P62424",0.000224444613037895,4.05e-05,TRUE,-0.407,0.203,-0.203
"RPP14.1","P86397",0.000548019683726348,0.00283,TRUE,0.411,-0.205,0.205
"RPS9","P46781",0.00180674592052344,0.0668,TRUE,-0.356,0.178,-0.178
"RTTN","Q86VV8",0.00198365622913162,0.0776,TRUE,-0.363,0.181,-0.181
"RYR3.1","A0A1B0GVA9",6.94517230474606e-05,3.98e-09,TRUE,0.553,-0.276,0.276
"S100A10","P60903",7.83966629405225e-05,1.33e-08,TRUE,0.505,-0.252,0.252
"S100A13","Q99584",0.000846098032301643,0.0114,TRUE,0.355,-0.177,0.177
"SERPINB6","A0A087X1N8",0.00178923715758415,0.0657,TRUE,0.349,-0.175,0.175
"SERPINH1","P50454",0.000921334225846698,0.0144,TRUE,0.332,-0.166,0.166
"SNTB2","Q13425",0.000125384410024276,8.45e-07,TRUE,0.635,-0.318,0.318
"SZRD1","Q7Z422",0.000134314091743583,1.4e-06,TRUE,-0.731,0.365,-0.365
"TAF9","Q16594",0.000600401701739929,0.00393,TRUE,-0.411,0.206,-0.206
"TBC1D4","A0A024R637",0.000860885187075477,0.012,TRUE,0.44,-0.22,0.22
"TIGAR","Q9NQ88",3.92182800755198e-05,4.52e-12,TRUE,-0.734,0.367,-0.367
"TIMM8B","G3XAN8",0.00190727328997342,0.073,TRUE,-0.496,0.248,-0.248
"TMSB10","D6W5K2",0.000176424387600217,8.98e-06,TRUE,0.505,-0.253,0.253
"TNFRSF13C","Q96RJ3-2",0.00189155345240711,0.0721,TRUE,0.684,-0.342,0.342
"TPD52","P55327-3",0.00126252719361434,0.0314,TRUE,0.48,-0.24,0.24
"UBE2T","Q9NPD8",2.56189010484733e-06,8.11e-14,TRUE,1.51,-0.757,0.757
"VAT1","Q99536",0.000710026500603446,0.00683,TRUE,0.342,-0.171,0.171
"VIPAS39","G3V4K3",1.57228463528875e-05,8.11e-14,TRUE,0.804,-0.402,0.402
"VPS8","C9JJN9",0.000416327467827954,0.00092,TRUE,0.361,-0.18,0.18
"VTN","P04004",5.29386538259681e-06,8.11e-14,TRUE,0.987,-0.494,0.494
"XPC","A0A024R2M8",0.000516458353699137,0.00227,TRUE,0.364,-0.182,0.182
"ZC3H8","A0A0C4DGZ1",0.000680761741149681,0.00596,TRUE,0.362,-0.181,0.181
"ZC3HAV1L","Q96H79",4.6670990181244e-05,4.22e-11,TRUE,0.615,-0.308,0.308
"ZCCHC9","Q8N567",1.38241283603053e-05,8.11e-14,TRUE,1.96,-0.981,0.981
"ZFYVE19.1","Q96K21",9.58728902827844e-05,8.95e-08,TRUE,0.658,-0.329,0.329
"ZNF146","Q15072",0.000539180488534004,0.00267,TRUE,0.338,-0.169,0.169
"ZNF428","M0QXZ5",0.00063002914763294,0.00464,TRUE,-0.526,0.263,-0.263
"ZNF626","A0A087X1I5",0.000214901883046063,3.12e-05,TRUE,0.769,-0.384,0.384
"ZNF687","Q8N1G0",5.18333451721529e-06,8.11e-14,TRUE,0.991,-0.496,0.496
"ZNF787","A0A087WUD1",0.000172224874111269,7.69e-06,TRUE,0.479,-0.24,0.24
"01-Sep","J3KNL2",0.0240586497299375,0.662,FALSE,-0.135,0.0674,-0.0674
"02-Sep","Q15019-2",0.0394228207432401,0.747,FALSE,0.108,-0.0542,0.0542
"07-Sep","Q16181",0.264565437449791,0.898,FALSE,0.0498,-0.0249,0.0249
"08-Sep","Q92599",0.360220699174672,0.91,FALSE,-0.0629,0.0315,-0.0315
"09-Sep","A0A024R8V0",0.510087099143391,0.921,FALSE,0.0328,-0.0164,0.0164
"09-Sep.1","Q9UHD8",0.489227659103769,0.92,FALSE,0.034,-0.017,0.017
"11-Sep","Q9NVA2-2",0.0173176238157957,0.588,FALSE,0.145,-0.0727,0.0727
"14-Sep","Q6ZU15",0.0888673698827995,0.836,FALSE,-0.152,0.0758,-0.0758
"15-Sep","A0A0B4J1S4",0.8194680250311,0.935,FALSE,0.0233,-0.0116,0.0116
"A0A087WV05","A0A087WV05",0.673028415940747,0.929,FALSE,0.0232,-0.0116,0.0116
"A0A087WZ62","A0A087WZ62",0.077509956983434,0.824,FALSE,-0.117,0.0585,-0.0585
"A0A096LPI6","A0A096LPI6",0.00837250353476421,0.381,FALSE,0.196,-0.0982,0.0982
"A0A0B4J2A0","A0A0B4J2A0",0.0236225909663814,0.658,FALSE,-0.163,0.0816,-0.0816
"A0A0J9YYD9","A0A0J9YYD9",0.01466155476867,0.544,FALSE,0.168,-0.0842,0.0842
"A0A140VJK2","A0A140VJK2",0.163723085200208,0.876,FALSE,-0.0666,0.0333,-0.0333
"A0A142I7X2","A0A142I7X2",0.565988113346367,0.924,FALSE,-0.0322,0.0161,-0.0161
"A1E282","A1E282",0.0265925584735933,0.682,FALSE,0.157,-0.0784,0.0784
"A2M","P01023",0.346265379341231,0.909,FALSE,-0.473,0.236,-0.236
"A4UCT0","A4UCT0",0.478002914905683,0.919,FALSE,0.0427,-0.0213,0.0213
"A4UCU2","A4UCU2",0.172470982217849,0.879,FALSE,-0.143,0.0717,-0.0717
"A6NDA2","A6NDA2",0.848234511673132,0.936,FALSE,0.00721,-0.00361,0.00361
"A6NJU0","A6NJU0",0.0189796275810187,0.61,FALSE,0.158,-0.0791,0.0791
"A6P4V4","A6P4V4",0.891322727619587,0.937,FALSE,0.00802,-0.00401,0.00401
"A6YR18","A6YR18",0.307073972706675,0.904,FALSE,0.0538,-0.0269,0.0269
"A8JZZ8","A8JZZ8",0.408354939597905,0.914,FALSE,-0.0392,0.0196,-0.0196
"A8K005","A8K005",0.139379927787519,0.867,FALSE,0.465,-0.232,0.232
"A8K032","A8K032",0.0750358314731566,0.821,FALSE,-0.0876,0.0438,-0.0438
"A8K099","A8K099",0.00729983152354874,0.349,FALSE,-0.235,0.117,-0.117
"A8K0B9","A8K0B9",0.605522450863293,0.926,FALSE,0.0202,-0.0101,0.0101
"A8K0D2","A8K0D2",0.0402651838379664,0.75,FALSE,0.129,-0.0646,0.0646
"A8K0M6","A8K0M6",0.918509428501427,0.938,FALSE,-0.00731,0.00366,-0.00366
"A8K0P8","A8K0P8",0.484367303645063,0.92,FALSE,0.03,-0.015,0.015
"A8K132","A8K132",0.117948323452296,0.856,FALSE,-0.243,0.122,-0.122
"A8K140","A8K140",0.0352193793811983,0.73,FALSE,0.116,-0.0579,0.0579
"A8K179","A8K179",0.800070357734283,0.934,FALSE,0.0164,-0.0082,0.0082
"A8K1C7","A8K1C7",0.107897625671176,0.85,FALSE,0.0745,-0.0373,0.0373
"A8K1D3","A8K1D3",0.517958491641506,0.922,FALSE,-0.0248,0.0124,-0.0124
"A8K1J3","A8K1J3",0.486101905129298,0.92,FALSE,-0.0628,0.0314,-0.0314
"A8K1M4","A8K1M4",0.0258315127184993,0.676,FALSE,-0.212,0.106,-0.106
"A8K1U0","A8K1U0",0.796232696284305,0.934,FALSE,0.0102,-0.00512,0.00512
"A8K214","A8K214",0.0162865646065861,0.572,FALSE,-0.149,0.0746,-0.0746
"A8K292","A8K292",0.577181949055476,0.925,FALSE,0.0261,-0.013,0.013
"A8K2A8","A8K2A8",0.70841666425485,0.931,FALSE,-0.0146,0.00729,-0.00729
"A8K2G0","A8K2G0",0.0327179780351112,0.718,FALSE,0.111,-0.0557,0.0557
"A8K2U2","A8K2U2",0.00147031463867918,0.0449,FALSE,0.313,-0.156,0.156
"A8K2V5","A8K2V5",0.352006680430716,0.909,FALSE,-0.039,0.0195,-0.0195
"A8K304","A8K304",0.249249109479118,0.896,FALSE,-0.067,0.0335,-0.0335
"A8K335","A8K335",0.737741769441711,0.932,FALSE,-0.0254,0.0127,-0.0127
"A8K337","A8K337",0.0838185255443207,0.831,FALSE,-0.0851,0.0425,-0.0425
"A8K359","A8K359",0.205423341135353,0.887,FALSE,0.269,-0.134,0.134
"A8K394","A8K394",0.919942905076847,0.938,FALSE,-0.00415,0.00208,-0.00208
"A8K3A8","A8K3A8",0.0610442255799891,0.801,FALSE,-0.0999,0.0499,-0.0499
"A8K3B6","A8K3B6",0.0324633089161656,0.717,FALSE,0.14,-0.0699,0.0699
"A8K3S2","A8K3S2",0.536859812628628,0.923,FALSE,0.0543,-0.0271,0.0271
"A8K3S3","A8K3S3",0.0416713486334482,0.755,FALSE,-0.272,0.136,-0.136
"A8K3X3","A8K3X3",0.422676901444015,0.915,FALSE,0.0321,-0.0161,0.0161
"A8K3Z5","A8K3Z5",0.343548499453594,0.908,FALSE,0.0435,-0.0217,0.0217
"A8K454","A8K454",0.0232159728115099,0.655,FALSE,-0.174,0.0872,-0.0872
"A8K486","A8K486",0.063171519954222,0.805,FALSE,0.135,-0.0673,0.0673
"A8K489","A8K489",0.526282580062041,0.922,FALSE,0.039,-0.0195,0.0195
"A8K492","A8K492",0.258966037474426,0.897,FALSE,-0.0564,0.0282,-0.0282
"A8K4A2","A8K4A2",0.736102889712007,0.932,FALSE,-0.0175,0.00874,-0.00874
"A8K4A8","A8K4A8",0.220738914246584,0.89,FALSE,-0.0654,0.0327,-0.0327
"A8K4B4","A8K4B4",0.00753247137045612,0.356,FALSE,0.227,-0.113,0.113
"A8K4K4","A8K4K4",0.155948683950408,0.873,FALSE,-0.0778,0.0389,-0.0389
"A8K4M5","A8K4M5",0.595477397768691,0.926,FALSE,0.0217,-0.0109,0.0109
"A8K4N2","A8K4N2",0.702587343953398,0.93,FALSE,-0.0193,0.00966,-0.00966
"A8K4P6","A8K4P6",0.178926164976048,0.88,FALSE,0.6,-0.3,0.3
"A8K4P8","A8K4P8",0.409264551028443,0.914,FALSE,0.0532,-0.0266,0.0266
"A8K4S8","A8K4S8",0.664702086827873,0.929,FALSE,0.0223,-0.0112,0.0112
"A8K4S9","A8K4S9",0.037624055770065,0.74,FALSE,0.121,-0.0603,0.0603
"A8K4T6","A8K4T6",0.930192435235678,0.938,FALSE,0.00329,-0.00165,0.00165
"A8K4T8","A8K4T8",0.368480142458928,0.911,FALSE,-0.075,0.0375,-0.0375
"A8K4U2","A8K4U2",0.446026888113706,0.917,FALSE,0.0338,-0.0169,0.0169
"A8K4U4","A8K4U4",0.134771560228942,0.865,FALSE,-0.0708,0.0354,-0.0354
"A8K4V6","A8K4V6",0.629664711270134,0.927,FALSE,0.0297,-0.0149,0.0149
"A8K4W2","A8K4W2",0.488876865164973,0.92,FALSE,0.0318,-0.0159,0.0159
"A8K4W5","A8K4W5",0.493467891695867,0.92,FALSE,0.0299,-0.015,0.015
"A8K4Z4","A8K4Z4",0.0446683117121247,0.764,FALSE,-0.11,0.0552,-0.0552
"A8K4Z6","A8K4Z6",0.000950709512562997,0.0156,FALSE,0.293,-0.147,0.147
"A8K525","A8K525",0.12690797999794,0.861,FALSE,-0.083,0.0415,-0.0415
"A8K566","A8K566",0.442709159862167,0.917,FALSE,-0.031,0.0155,-0.0155
"A8K568","A8K568",0.611732969034198,0.927,FALSE,0.0268,-0.0134,0.0134
"A8K588","A8K588",0.232785290160529,0.893,FALSE,0.0916,-0.0458,0.0458
"A8K5A0","A8K5A0",0.640418834535672,0.928,FALSE,-0.0212,0.0106,-0.0106
"A8K5C2","A8K5C2",0.165802355512621,0.876,FALSE,0.0755,-0.0378,0.0378
"A8K5F3","A8K5F3",0.463967344633962,0.918,FALSE,-0.0378,0.0189,-0.0189
"A8K5G2","A8K5G2",0.297817361334595,0.903,FALSE,0.0477,-0.0239,0.0239
"A8K5H3","A8K5H3",0.345999254866379,0.908,FALSE,0.0385,-0.0193,0.0193
"A8K5Q1","A8K5Q1",0.961004203954324,0.939,FALSE,0.00219,-0.0011,0.0011
"A8K5U9","A8K5U9",0.260235378500477,0.898,FALSE,0.0735,-0.0368,0.0368
"A8K5Y7","A8K5Y7",0.0356180153055452,0.732,FALSE,-0.236,0.118,-0.118
"A8K632","A8K632",0.485189818288859,0.92,FALSE,0.0448,-0.0224,0.0224
"A8K646","A8K646",0.188377907332086,0.883,FALSE,0.0582,-0.0291,0.0291
"A8K647","A8K647",0.668466279810847,0.929,FALSE,0.0174,-0.00868,0.00868
"A8K683","A8K683",0.403553017229408,0.914,FALSE,-0.0341,0.017,-0.017
"A8K686","A8K686",0.389635513100981,0.913,FALSE,-0.0447,0.0223,-0.0223
"A8K6A0","A8K6A0",0.226680875863537,0.892,FALSE,0.204,-0.102,0.102
"A8K6A7","A8K6A7",0.0026331312010922,0.124,FALSE,-0.264,0.132,-0.132
"A8K6D4","A8K6D4",0.169161225279667,0.878,FALSE,0.354,-0.177,0.177
"A8K6F0","A8K6F0",0.734434710243562,0.932,FALSE,0.0139,-0.00697,0.00697
"A8K6G9","A8K6G9",0.356070089353892,0.91,FALSE,0.0475,-0.0237,0.0237
"A8K6H9","A8K6H9",0.52319421290047,0.922,FALSE,-0.0764,0.0382,-0.0382
"A8K6I6","A8K6I6",0.407621930869773,0.914,FALSE,-0.0442,0.0221,-0.0221
"A8K6J9","A8K6J9",0.657157052288902,0.929,FALSE,0.0172,-0.0086,0.0086
"A8K6M4","A8K6M4",0.0942639615892518,0.84,FALSE,0.228,-0.114,0.114
"A8K6P5","A8K6P5",0.436969058644676,0.916,FALSE,-0.0327,0.0164,-0.0164
"A8K6Q4","A8K6Q4",0.420114228171659,0.915,FALSE,-0.0328,0.0164,-0.0164
"A8K6Q5","A8K6Q5",0.290188900220118,0.902,FALSE,0.0475,-0.0238,0.0238
"A8K6R4","A8K6R4",0.930129637561325,0.938,FALSE,-0.0045,0.00225,-0.00225
"A8K6T5","A8K6T5",0.0799626193465003,0.827,FALSE,0.1,-0.0501,0.0501
"A8K6U0","A8K6U0",0.526801200605459,0.922,FALSE,0.0353,-0.0176,0.0176
"A8K6U2","A8K6U2",0.191244256674807,0.884,FALSE,0.0684,-0.0342,0.0342
"A8K6U7","A8K6U7",0.647709665469001,0.928,FALSE,-0.0234,0.0117,-0.0117
"A8K6V7","A8K6V7",0.129677065701498,0.862,FALSE,-0.123,0.0614,-0.0614
"A8K6X2","A8K6X2",0.00648826259207897,0.322,FALSE,0.247,-0.124,0.124
"A8K6X9","A8K6X9",0.18293611184258,0.882,FALSE,-0.135,0.0674,-0.0674
"A8K718","A8K718",0.156591454538263,0.873,FALSE,0.224,-0.112,0.112
"A8K724","A8K724",0.283503112480584,0.901,FALSE,-0.297,0.149,-0.149
"A8K725","A8K725",0.430944809941232,0.916,FALSE,0.0382,-0.0191,0.0191
"A8K732","A8K732",0.169661353904632,0.878,FALSE,0.0652,-0.0326,0.0326
"A8K769","A8K769",0.615758486954699,0.927,FALSE,0.0339,-0.0169,0.0169
"A8K794","A8K794",0.0932625992950793,0.839,FALSE,-0.0856,0.0428,-0.0428
"A8K7A0","A8K7A0",0.0358808649563796,0.733,FALSE,0.121,-0.0603,0.0603
"A8K7A1","A8K7A1",0.181223879249845,0.881,FALSE,0.0904,-0.0452,0.0452
"A8K7A2","A8K7A2",0.518779298017162,0.922,FALSE,-0.0551,0.0275,-0.0275
"A8K7D9","A8K7D9",0.0374224431219221,0.739,FALSE,-0.59,0.295,-0.295
"A8K7F7","A8K7F7",0.511318170756994,0.921,FALSE,0.0431,-0.0216,0.0216
"A8K7H4","A8K7H4",0.0198638826212651,0.621,FALSE,0.148,-0.0742,0.0742
"A8K7J6","A8K7J6",0.0403625565630976,0.75,FALSE,-0.146,0.0732,-0.0732
"A8K7Q1","A8K7Q1",0.159256599877583,0.874,FALSE,0.0598,-0.0299,0.0299
"A8K7S0","A8K7S0",0.332029017287077,0.907,FALSE,-0.0796,0.0398,-0.0398
"A8K7T4","A8K7T4",0.115523114152566,0.855,FALSE,-0.109,0.0547,-0.0547
"A8K7X9","A8K7X9",0.123028376649365,0.859,FALSE,-0.104,0.0521,-0.0521
"A8K7Z3","A8K7Z3",0.366978912431226,0.911,FALSE,0.0711,-0.0355,0.0355
"A8K803","A8K803",0.215104522657833,0.889,FALSE,0.249,-0.124,0.124
"A8K806","A8K806",0.0162197403461106,0.571,FALSE,-0.151,0.0753,-0.0753
"A8K865","A8K865",0.954633974625333,0.939,FALSE,0.00257,-0.00129,0.00129
"A8K869","A8K869",0.228919693678461,0.892,FALSE,0.128,-0.064,0.064
"A8K874","A8K874",0.146527589797997,0.87,FALSE,0.1,-0.0501,0.0501
"A8K883","A8K883",0.00162132989853871,0.0549,FALSE,0.252,-0.126,0.126
"A8K899","A8K899",0.633992285194377,0.928,FALSE,0.0204,-0.0102,0.0102
"A8K8C0","A8K8C0",0.549873208289639,0.923,FALSE,-0.0233,0.0116,-0.0116
"A8K8C1","A8K8C1",0.264331498696527,0.898,FALSE,-0.0595,0.0297,-0.0297
"A8K8D2","A8K8D2",0.0196442107791297,0.618,FALSE,-0.149,0.0746,-0.0746
