Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,ctl_centered,ctl_1,ctl_2,sh_centered,sh_1,sh_2
BOLA2,A0A087WZT3,552900,0.3795771760029479,0.912,-0.048,FALSE,Stable,0.024,11.963279324261507,11.8643416019441,-0.024,11.853596037766561,11.87803578642616
BOLA2,A0A087WZT3,552900,0.3795771760029479,0.912,-0.048,FALSE,Stable,0.024,11.963279324261507,11.8643416019441,-0.024,11.853596037766561,11.87803578642616
BOLA2,A0A087WZT3,654483,0.3795771760029479,0.912,-0.048,FALSE,Stable,0.024,11.963279324261507,11.8643416019441,-0.024,11.853596037766561,11.87803578642616
CHD2,O14647,1106,0.38344839792189706,0.912,0.098,FALSE,Stable,-0.049,11.363080223754142,11.637521987611825,0.049,11.572791807243462,11.623770716197154
CHKA,P35790,1119,0.3834817655714406,0.912,0.175,FALSE,Stable,-0.0876,9.430531710684573,9.951998731657607,0.0876,9.872867992473287,9.86005144709062
CHMP2A,O43633,27243,0.3831689923939805,0.912,-0.0871,FALSE,Stable,0.0436,12.335964604641473,12.096882952475099,-0.0436,12.106059703771745,12.152552971518835
CPOX,P36551,1371,0.38841322180543947,0.912,0.0405,FALSE,Stable,-0.0202,12.801738191647129,12.750488170336281,0.0202,12.792245804783843,12.840956893586384
ELP6,Q0PNE2,54859,0.3775972365829835,0.912,-0.0449,FALSE,Stable,0.0224,10.280684712854278,10.357798452047106,-0.0224,10.294689783805094,10.254050970969486
ESD.1,H7BZT7,NA,0.379484313384178,0.912,-0.0364,FALSE,Stable,0.0182,13.265507455885551,13.2825010250152,-0.0182,13.22010023449118,13.255159149454977
FAM126A,Q9BYI3,84668,0.38527392160926843,0.912,0.034,FALSE,Stable,-0.017,8.865467296768962,8.863862925255415,0.017,8.890013046974818,8.907355885250194
FAM53C,Q9NYF3,NA,0.3796738122240682,0.912,0.0368,FALSE,Stable,-0.0184,8.588466599560038,8.61580336208495,0.0184,8.622525013620201,8.655399167760937
FERMT3,Q86UX7,83706,0.3812915383019628,0.912,-0.0547,FALSE,Stable,0.0274,13.609416831985964,13.723037658338196,-0.0274,13.58017925307712,13.642852745555654
GALK1,P51570,2584,0.38338897327444565,0.912,0.0444,FALSE,Stable,-0.0222,11.433252824364809,11.4191617700327,0.0222,11.427274436565368,11.513979612205071
GNPNAT1,Q96EK6,64841,0.38634544938470233,0.912,-0.0432,FALSE,Stable,0.0216,9.05613208182419,8.990543300493123,-0.0216,9.005888885289748,8.954436286313552
GOLGA4,Q13439,2803,0.38108711794740935,0.912,-0.0568,FALSE,Stable,0.0284,11.586281215993251,11.721866815343493,-0.0284,11.608598331249793,11.586025850083065
GTF2F1,P35269,2962,0.3848489822650593,0.912,0.0443,FALSE,Stable,-0.0222,12.969264053539057,13.033108780470876,0.0222,13.075900172760939,13.01513889927469
GTF3C3,Q9Y5Q9,9330,0.38516123834274824,0.912,0.251,FALSE,Stable,-0.126,10.610764038201355,11.368326284809962,0.126,11.25226047662507,11.22901632958398
HNRNPC.1,G3V4C1,NA,0.38827976885423127,0.912,0.0337,FALSE,Stable,-0.0168,15.888692627246499,15.875823119065082,0.0168,15.9113956784375,15.920515783480575
ILKAP,Q9H0C8,80895,0.3839230637173928,0.912,0.0726,FALSE,Stable,-0.0363,11.609463687586704,11.80309786023793,0.0363,11.765894943061516,11.791851427760466
IQSEC1.1,A0A0C4DGT3,NA,0.38621111669509667,0.912,0.062,FALSE,Stable,-0.031,12.199017136733445,12.051664974758598,0.031,12.217836559625166,12.156899240380985
JMJD1C,Q15652,221037,0.3812807319053796,0.912,-0.101,FALSE,Stable,0.0503,9.375838163319596,9.66205810004174,-0.0503,9.421287818886002,9.415210016495742
LAMTOR3,Q9UHA4,NA,0.37989268833998757,0.912,0.0409,FALSE,Stable,-0.0204,10.537284681809188,10.46894788726219,0.0204,10.542536318470317,10.545419732184843
LYPLA2,O95372,11313,0.38756310670581046,0.912,0.0731,FALSE,Stable,-0.0366,12.101009097218707,12.296528741936813,0.0366,12.291007180714734,12.252739095604898
ND1,A0A023QXT5,NA,0.3778112582816409,0.912,0.0367,FALSE,Stable,-0.0184,9.637852075392322,9.605460877221846,0.0184,9.646131686045553,9.67060935695709
NEURL4,Q96JN8,84461,0.3880145178751248,0.912,0.0966,FALSE,Stable,-0.0483,8.984099006846664,9.260732815610103,0.0483,9.232263058551199,9.205717022115603
NMT1,P30419,4836,0.3778477714881363,0.912,-0.0395,FALSE,Stable,0.0197,13.486891660071985,13.537948773702887,-0.0197,13.48820626965586,13.457679089384554
NUP160,Q12769,23279,0.3820431121494198,0.912,-0.0345,FALSE,Stable,0.0172,13.05008371398979,13.029358274406782,-0.0172,13.005726542228,13.004762357337365
PDE4DIP.1,A0A075B749,NA,0.38028941834136065,0.912,-0.0405,FALSE,Stable,0.0202,11.167885378106831,11.105509486654956,-0.0202,11.084600666779824,11.107819151719607
PFN1.1,P07737,5216,0.38717138266328327,0.912,0.0401,FALSE,Stable,-0.02,15.678459822213483,15.628068386324621,0.02,15.670597439218614,15.716111639067275
POLR1B,Q9H9Y6,84172,0.3868135084177853,0.912,-0.0782,FALSE,Stable,0.0391,10.58496604670254,10.372987705464121,-0.0391,10.422277255324753,10.379187167189666
PPM1A,P35813,5494,0.380494139994086,0.912,0.0351,FALSE,Stable,-0.0175,11.966689836940459,11.988848664864824,0.0175,12.005307914378513,12.02033672305235
PPM1G,O15355,5496,0.38546165174537256,0.912,-0.0343,FALSE,Stable,0.0171,14.154040737467971,14.156859088527469,-0.0171,14.131867788817976,14.110516765857652
PPP2CA,P67775,5515,0.38730928891900734,0.912,0.0416,FALSE,Stable,-0.0208,13.287308348278033,13.363159389223743,0.0208,13.36728478717036,13.366327656525348
RAB11A,P62491,NA,0.3792949625939449,0.912,0.0346,FALSE,Stable,-0.0173,13.439184160264505,13.45317140001483,0.0173,13.473905901218211,13.487699544796355
RAP2C,Q9Y3L5,57826,0.3868348134315192,0.912,0.0755,FALSE,Stable,-0.0377,9.448311629755072,9.593053131936415,0.0377,9.522253792990671,9.670012497261732
REEP5,Q00765,7905,0.37820335432917657,0.912,0.0665,FALSE,Stable,-0.0333,11.431119158899625,11.339940016405382,0.0333,11.379582806662913,11.52454200846575
RNF114,Q9Y508,55905,0.38465403426897166,0.912,0.0563,FALSE,Stable,-0.0281,10.60213684150598,10.466608333584928,0.0281,10.60186740804626,10.579428432226258
RNF213,A0A0A0MTC1,57674,0.38551801950889547,0.912,-0.0738,FALSE,Stable,0.0369,10.78607206714048,10.962217592108876,-0.0369,10.75270337234647,10.848059599744914
RRM1,P23921,6240,0.37938528817187245,0.912,0.215,FALSE,Stable,-0.107,13.85033861107537,13.214448705646298,0.107,13.77123727436339,13.72332719848258
SH3GLB1,A0A087WW40,51100,0.3868914837541195,0.912,-0.0588,FALSE,Stable,0.0294,12.584180610270664,12.440032084796186,-0.0294,12.469924163262213,12.436708516971473
SLC39A7,Q92504,7922,0.38079340905065107,0.912,-0.0488,FALSE,Stable,0.0244,9.79502481726043,9.741799517429659,-0.0244,9.673707872534681,9.76543736074893
SON.1,P18583,6651,0.37927468082709404,0.912,0.0346,FALSE,Stable,-0.0173,13.77427954103683,13.765880480697911,0.0173,13.813737613382552,13.79570672112686
SPAST,Q9UBP0,6683,0.3818311207073479,0.912,-0.0379,FALSE,Stable,0.0189,11.387838233562244,11.390181471741872,-0.0189,11.376865988936213,11.325453648706581
TAGAP,Q8N103,NA,0.38717990472344205,0.912,0.0365,FALSE,Stable,-0.0183,8.316991341279905,8.362329698409992,0.0183,8.377720623827798,8.37468324625797
THEM6,Q8WUY1,51337,0.3784047373646458,0.912,0.0366,FALSE,Stable,-0.0183,9.969274153068083,9.972401722558919,0.0183,9.987420510407512,10.027480337190687
TMED4,Q7Z7H5,222068,0.3868198193336103,0.912,-0.0363,FALSE,Stable,0.0181,10.445266460167463,10.409869753396642,-0.0181,10.3788428524305,10.403716824208226
UBE2E1,P51965,7324,0.3871102046208573,0.912,0.131,FALSE,Stable,-0.0653,11.601599655980124,11.25830549845936,0.0653,11.64908230103353,11.472009714615915
WDR33,Q9C0J8,55339,0.37760255892967287,0.912,0.141,FALSE,Stable,-0.0707,11.176269653133778,11.586926390311113,0.0707,11.526424565204652,11.519581100498714
WDR45,Q9Y484,11152,0.3815179599728417,0.912,0.242,FALSE,Stable,-0.121,9.846765648440295,10.56923856956443,0.121,10.451545218540327,10.447646986104795
ZC3HC1,Q86WB0,51530,0.3870367921572561,0.912,0.0401,FALSE,Stable,-0.02,11.88603555471183,11.818949045888488,0.02,11.888251902583244,11.896841302564034
A8K686,A8K686,NA,0.38963551310098143,0.913,-0.0447,FALSE,Stable,0.0223,9.332484281346163,9.421908129284652,-0.0223,9.343423678595897,9.321596864523906
ACTL6A,O96019,86,0.3950058148462042,0.913,0.0389,FALSE,Stable,-0.0194,14.155515585760593,14.107587925823225,0.0194,14.192405239888544,14.148436848163474
APRT,P07741,353,0.39077881964880096,0.913,-0.0417,FALSE,Stable,0.0208,13.1471928597725,13.207543594725145,-0.0208,13.11102925501578,13.160401965712797
ARL6,Q9H0F7,84100,0.38907376355904644,0.913,0.0415,FALSE,Stable,-0.0208,9.933356433620212,10.003781973167715,0.0208,9.99524789578502,10.024915248315255
ATP5D,P30049,513,0.39364310322356844,0.913,-0.0332,FALSE,Stable,0.0166,12.191552410157938,12.177873216561974,-0.0166,12.154479021377234,12.14846139709256
ATP6V1C1,P21283,528,0.394776293091649,0.913,0.0375,FALSE,Stable,-0.0187,12.13872031030933,12.1798808007449,0.0187,12.1774444511605,12.216129890892894
ATRX,A0A096LNL9,NA,0.39965886185479044,0.913,-0.054,FALSE,Stable,0.027,10.597030818464933,10.499130809966092,-0.027,10.446898549249068,10.541264704171336
B2RB57,B2RB57,NA,0.3930325560397913,0.913,-0.0334,FALSE,Stable,0.0167,12.37706974853879,12.36033010734531,-0.0167,12.333923448714666,12.336695869315406
B3KRV2,B3KRV2,NA,0.3984577797752106,0.913,0.0358,FALSE,Stable,-0.0179,10.072810401365073,10.119634588297435,0.0179,10.1322827002854,10.131725697958085
B4DN86,B4DN86,NA,0.3909561828558541,0.913,0.0335,FALSE,Stable,-0.0168,9.362744372659671,9.347329308094857,0.0168,9.385449062162426,9.391691414273287
B7Z5W1,B7Z5W1,NA,0.39065759650988036,0.913,-0.0911,FALSE,Stable,0.0456,10.436651006751145,10.697145161446754,-0.0456,10.462271675855328,10.489264267635722
BRD8,Q9H0E9,NA,0.39984842125991005,0.913,0.157,FALSE,Stable,-0.0785,10.31116924690627,10.786411161357314,0.0785,10.751992787329955,10.659635019815216
BRF1,Q92994,2972,0.39162254461871226,0.913,-0.0517,FALSE,Stable,0.0258,9.361344396833951,9.238442345728188,-0.0258,9.248274173363255,9.248121986936669
CASP3,P42574,836,0.3983548328196536,0.913,-0.0798,FALSE,Stable,0.0399,13.128591440310139,13.357338023125568,-0.0399,13.166301943867795,13.160016800968478
CCM2,Q9BSQ5,83605,0.3921570001436985,0.913,-0.0368,FALSE,Stable,0.0184,10.878326476149237,10.838003413489098,-0.0184,10.806256499628294,10.836470328238837
CD74.1,P04233,NA,0.39124020550931793,0.913,-0.0868,FALSE,Stable,0.0434,12.587627048328509,12.349215421681778,-0.0434,12.347487306547658,12.415700615474144
CINP,Q9BW66,NA,0.3936840120104789,0.913,0.039,FALSE,Stable,-0.0195,8.441988406750664,8.504651618990724,0.0195,8.521076522564469,8.50354985735838
CNR2,P34972,1269,0.3896247850653116,0.913,0.052,FALSE,Stable,-0.026,8.673954892147789,8.792715726138677,0.026,8.801305352771195,8.769284658027551
DDX20,Q8IYV2,NA,0.39476078962100325,0.913,-0.0574,FALSE,Stable,0.0287,11.884233254881472,11.7387692933052,-0.0287,11.764063526752363,11.74405706609099
DGCR8,Q8WYQ5,54487,0.3888906107248766,0.913,-0.0545,FALSE,Stable,0.0273,9.258905892190281,9.126601010170512,-0.0273,9.143588821097486,9.132870979981384
DKFZp451C205,Q8N3S0,NA,0.39839865269033903,0.913,-0.0594,FALSE,Stable,0.0297,9.846565540040926,9.710128498660904,-0.0297,9.756954160250906,9.68086650803296
EIF4H,Q15056,7458,0.3988272901824888,0.913,0.0678,FALSE,Stable,-0.0339,13.367163299150958,13.478273482397581,0.0339,13.565775911438962,13.415271583599118
GDAP2,Q9NXN4,NA,0.3922682894649811,0.913,0.0479,FALSE,Stable,-0.024,9.292495975162275,9.388400187619926,0.024,9.412860871656157,9.363913297144858
GOSR1,G5E9T8,NA,0.3890560448348223,0.913,-0.0364,FALSE,Stable,0.0182,9.661251105847231,9.693647393571226,-0.0182,9.625175640362727,9.656969330011833
GTF2H3,Q13889,NA,0.39507397282783513,0.913,-0.062,FALSE,Stable,0.031,9.4596082525281,9.314006094919723,-0.031,9.287247158320813,9.362436369551201
HEBP2,Q05DB4,NA,0.39105044203395783,0.913,-0.034,FALSE,Stable,0.017,8.615494971621384,8.638942794990413,-0.017,8.5952114130246,8.591276905757526
HJURP,Q8NCD3,NA,0.39258261840892933,0.913,0.0332,FALSE,Stable,-0.0166,8.344460235467647,8.349810661515015,0.0166,8.374400226254314,8.386357383560151
HNRNPAB,Q99729,NA,0.3974615176533049,0.913,-0.0335,FALSE,Stable,0.0167,14.82986568624315,14.806154240928258,-0.0167,14.783167989225294,14.785890311081165
IKBKB,O14920,3551,0.3921713059774445,0.913,0.16,FALSE,Stable,-0.0798,9.731422956132029,10.212715294929595,0.0798,10.153746410136273,10.109556945571274
KRT10,P13645,3858,0.3889001867452779,0.913,-0.185,FALSE,Stable,0.0924,12.465632278282875,12.215713499249182,-0.0924,12.405549180475052,11.90631130979502
LIAT1,Q6ZQX7,NA,0.38954841823192526,0.913,-0.0395,FALSE,Stable,0.0198,10.11744781139161,10.17554577891791,-0.0198,10.122639804484127,10.091283617039561
MCM5,P33992,4174,0.3944488957498468,0.913,0.0441,FALSE,Stable,-0.0221,14.695028309565014,14.683848099821098,0.0221,14.688013595471366,14.779143140122017
MED17,Q9NVC6,9440,0.3942395015459118,0.913,0.0344,FALSE,Stable,-0.0172,9.703629853318462,9.686389247849231,0.0172,9.74286081976383,9.7159860812107
MKI67,P46013,4288,0.39640175106928294,0.913,0.0343,FALSE,Stable,-0.0171,8.314099688815794,8.3430243736485,0.0171,8.35543891269807,8.37028097503671
NIPBL,Q6KC79,NA,0.3974007972072257,0.913,0.0379,FALSE,Stable,-0.0189,10.93513939847263,10.879044615240202,0.0189,10.95623938926998,10.9337188411589
NUDT1,P36639,NA,0.3886340491016167,0.913,0.0841,FALSE,Stable,-0.0421,11.360910184594175,11.124855494291513,0.0421,11.338945970934393,11.31508837692425
PA2G4,Q9UQ80,5036,0.388589827167191,0.913,-0.0381,FALSE,Stable,0.0191,15.906752088033194,15.956179571046473,-0.0191,15.90767782855622,15.87898970628121
PAQR4,Q8N4S7,NA,0.39406483050849184,0.913,0.0399,FALSE,Stable,-0.02,9.160595732427531,9.192261516960881,0.02,9.184821030973872,9.247922031329129
PRPF38B,Q5VTL8,55119,0.3937913021136826,0.913,-0.0334,FALSE,Stable,0.0167,12.285040745568613,12.283739208023674,-0.0167,12.260130174481878,12.241835974426033
PSMA7,O14818,5688,0.39056490819164863,0.913,-0.0369,FALSE,Stable,0.0184,13.963046549198356,13.915344000702197,-0.0184,13.895189336783965,13.909493713247926
PTS,Q03393,5805,0.39317812713276884,0.913,0.0628,FALSE,Stable,-0.0314,11.4102165602233,11.355076559511604,0.0314,11.52355459850344,11.367244641375212
Q59FT7,Q59FT7,NA,0.395453875129187,0.913,-0.0412,FALSE,Stable,0.0206,11.417577071894609,11.343951517972911,-0.0206,11.352462909628096,11.32663758082593
RIC8A,Q9NPQ8,60626,0.39382753394764713,0.913,-0.0404,FALSE,Stable,0.0202,11.597443409750088,11.67042183008536,-0.0202,11.59614114876306,11.590842660970255
SDHAF3,Q9NRP4,57001,0.3891204731944189,0.913,-0.0921,FALSE,Stable,0.046,9.254085931538455,8.991163514446466,-0.046,9.018943021581023,9.042150227371797
SMPD4,Q9NXE4,55627,0.3984040447789357,0.913,-0.0679,FALSE,Stable,0.034,9.51278513039019,9.339801018683808,-0.034,9.322517260060343,9.394223228396594
TBC1D5,Q92609,9779,0.39563601250422936,0.913,0.278,FALSE,Stable,-0.139,9.423304262111033,10.282146813695915,0.139,10.159652315130467,10.101390246303865
TMEM230,Q96A57,29058,0.3943914991407486,0.913,0.211,FALSE,Stable,-0.106,9.681811132945898,10.330979388423263,0.106,10.231556793381253,10.20400993233234
TP53BP1,Q12888,7158,0.39097073724150855,0.913,0.0354,FALSE,Stable,-0.0177,13.640062555358604,13.605707235732474,0.0177,13.666742308285198,13.649727564033556
UBAP1,Q9NZ09,51271,0.39735536145526495,0.913,0.0362,FALSE,Stable,-0.0181,9.796475893838364,9.833880782003943,0.0181,9.835389595401132,9.867359175653785
UCHL5,Q5LJA5,NA,0.39813002453245433,0.913,-0.0368,FALSE,Stable,0.0184,13.744262881068998,13.70520474679769,-0.0184,13.706428114359547,13.669467258273498
UTP23,Q9BRU9,84294,0.394251133069257,0.913,-0.0375,FALSE,Stable,0.0188,10.369296637147176,10.33513798789627,-0.0188,10.337190323980366,10.29217251197512
VBP1,D3DWY7,NA,0.3983154923796314,0.913,0.0354,FALSE,Stable,-0.0177,13.167761637901172,13.139988719563949,0.0177,13.206367542561418,13.17223866934002
XPO1,O14980,7514,0.3959301859896148,0.913,-0.0355,FALSE,Stable,0.0177,15.111261738740545,15.139570546588027,-0.0177,15.105912350114854,15.07400877307023
A8JZZ8,A8JZZ8,NA,0.4083549395979047,0.914,-0.0392,FALSE,Stable,0.0196,9.708703115561168,9.674854149587857,-0.0196,9.685366767613377,9.619746547432687
A8K4P8,A8K4P8,NA,0.4092645510284428,0.914,0.0532,FALSE,Stable,-0.0266,10.79978041129903,10.66281365884441,0.0266,10.778751962303552,10.790189456855277
A8K683,A8K683,NA,0.4035530172294079,0.914,-0.0341,FALSE,Stable,0.017,10.54753889188834,10.541348870264422,-0.017,10.492790265437005,10.527986437613896
A8K6I6,A8K6I6,NA,0.40762193086977316,0.914,-0.0442,FALSE,Stable,0.0221,10.94890660432588,10.873673079277578,-0.0221,10.898655881590553,10.835605684695969
A8K9A4,A8K9A4,NA,0.4068583816752968,0.914,0.0357,FALSE,Stable,-0.0178,15.787995091124849,15.738805500540195,0.0178,15.7918280181201,15.806361388241289
AACS,Q86V21,65985,0.40208994359906025,0.914,0.106,FALSE,Stable,-0.0528,12.157636082972221,12.476007584342181,0.0528,12.419600476311448,12.425193150610133
ACSS1,Q9NUB1,84532,0.40414346526099837,0.914,-0.0473,FALSE,Stable,0.0236,11.39695425239285,11.467598422155964,-0.0236,11.342632114130026,11.42741436430386
AGL,P35573,NA,0.4003660952875946,0.914,0.0377,FALSE,Stable,-0.0188,13.898140399499837,13.923967389414491,0.0188,13.921299051049143,13.976110928006587
ARL14EP,Q8N8R7,120534,0.411462349038128,0.914,0.0648,FALSE,Stable,-0.0324,9.688971958620998,9.872094499578704,0.0324,9.850338654636548,9.840425451887985
ARPC4,P59998,10093,0.4036185137530917,0.914,-0.0335,FALSE,Stable,0.0167,13.33410919154877,13.32899322723273,-0.0167,13.283541270337532,13.312644665956604
B2R6K1,B2R6K1,NA,0.4070653566062901,0.914,0.0327,FALSE,Stable,-0.0163,12.313299997393683,12.321001957142009,0.0163,12.339113566218783,12.360519662877177
B2RBJ7,B2RBJ7,NA,0.4065975310045943,0.914,-0.0743,FALSE,Stable,0.0371,10.284678410630454,10.075427641854136,-0.0371,10.129768612721978,10.081778975146849
B4DKM0,B4DKM0,NA,0.4043370806565816,0.914,-0.0464,FALSE,Stable,0.0232,10.762719254625074,10.656082900113281,-0.0232,10.661354332493545,10.66466208203867
B4DPG9,B4DPG9,NA,0.4080686888240464,0.914,0.178,FALSE,Stable,-0.089,9.378885582121589,9.939520584812012,0.089,9.86052700926581,9.813925167134451
B4DSS4,B4DSS4,NA,0.40267128773342886,0.914,0.0323,FALSE,Stable,-0.0162,8.642487412775848,8.633788545049711,0.0162,8.669941613436832,8.670994115659463
BAD,Q92934,572,0.4095225369411743,0.914,0.0458,FALSE,Stable,-0.0229,9.43798879427201,9.54444106768274,0.0229,9.534536458538946,9.539515017974509
C14orf1,Q9UKR5,NA,0.4040554908419873,0.914,0.0525,FALSE,Stable,-0.0263,9.040471549071068,8.962670319030329,0.0263,9.000633976903524,9.107527611989129
CCDC6,A0A024QZJ7,NA,0.408136695298487,0.914,0.0497,FALSE,Stable,-0.0248,12.288249066556535,12.409762476252997,0.0248,12.390378295536689,12.407018536627625
CSNK1G3,Q9Y6M4,1456,0.41099053476594816,0.914,-0.0318,FALSE,Stable,0.0159,9.748231072029101,9.739771121033414,-0.0159,9.717024076438747,9.70728601058441
EDC4,Q6P2E9,23644,0.4057009178153853,0.914,0.0386,FALSE,Stable,-0.0193,13.393119876819375,13.324739965492636,0.0193,13.402383816353119,13.392692569142236
ENGASE,Q8NFI3,64772,0.4072627137059278,0.914,-0.0341,FALSE,Stable,0.017,8.857942057297711,8.896673777500522,-0.017,8.84434221471633,8.842092366036606
EXOSC9,Q06265,5393,0.4011498088882982,0.914,-0.0549,FALSE,Stable,0.0275,12.404992161458173,12.26639077684642,-0.0275,12.291740755541321,12.269802773760155
FAM58A,Q8N1B3,NA,0.4085493670540765,0.914,-0.042,FALSE,Stable,0.021,9.190861566094824,9.102694276940387,-0.021,9.10604531547467,9.103554811108133
FAM91A1,Q658Y4,157769,0.405945468035277,0.914,0.0547,FALSE,Stable,-0.0273,10.644996147797322,10.786053798439776,0.0273,10.77700666117862,10.763370810141193
HIRIP3,Q9BW71,8479,0.4120757724598832,0.914,0.112,FALSE,Stable,-0.0562,11.896657363167522,12.246138123627246,0.0562,12.194098276981174,12.173680937637469
HNRNPM,M0QZM1,NA,0.4106013765392663,0.914,0.0528,FALSE,Stable,-0.0264,15.064602588418685,15.191747397217075,0.0264,15.20595010302365,15.156000771553666
INTS7,Q9NVH2,25896,0.40855268429161307,0.914,-0.0418,FALSE,Stable,0.0209,10.364552791007691,10.277323965164822,-0.0209,10.27760921060761,10.280685068457858
KATNB1,Q9BVA0,NA,0.4061071193161562,0.914,0.104,FALSE,Stable,-0.0519,10.04343034798437,10.358279300846595,0.0519,10.291074598207079,10.318403940486903
KLC1,G3V5R9,NA,0.4047298225533785,0.914,0.0343,FALSE,Stable,-0.0172,13.22249263052799,13.204956076603048,0.0172,13.265655458683572,13.230488637951039
MAPKAPK2,P49137,9261,0.4036085983991131,0.914,-0.035,FALSE,Stable,0.0175,8.744385470130712,8.736861366406876,-0.0175,8.683718906799616,8.727444700538
NEK1,Q96PY6,4750,0.4024503573549589,0.914,0.174,FALSE,Stable,-0.0869,9.366377964665,9.907844713858273,0.0869,9.811444297737253,9.81040889376143
NELFB,A0A0X1KG71,NA,0.41034255638053646,0.914,-0.0588,FALSE,Stable,0.0294,12.157918343225933,12.317915200163752,-0.0294,12.181197141727832,12.177019229753451
NEMF,O60524,9147,0.4072947234756467,0.914,-0.0325,FALSE,Stable,0.0163,8.547688972295816,8.527919605956669,-0.0163,8.50867827236756,8.50187389979629
NKTR,P30414,4820,0.4078360700571613,0.914,0.0633,FALSE,Stable,-0.0316,10.235244420859091,10.40405956601199,0.0316,10.407101648145604,10.358777268847742
OGFOD2,Q6N063,79676,0.4064512421187375,0.914,0.0488,FALSE,Stable,-0.0244,9.431332530069994,9.51520090477356,0.0244,9.56365989510487,9.480489076673397
PLGRKT,Q9HBL7,NA,0.4081439693777712,0.914,0.0634,FALSE,Stable,-0.0317,9.275352755537593,9.450827922480912,0.0317,9.419140932812661,9.433787855239078
PLIN2,Q99541,123,0.40156331456845906,0.914,-0.113,FALSE,Stable,0.0563,9.695430898299346,9.37444327072292,-0.0563,9.36458938830494,9.480148640692716
POTEJ,P0CG39,653781,0.40309959650554394,0.914,0.0431,FALSE,Stable,-0.0215,13.685018966900456,13.775712068549893,0.0215,13.770649780735992,13.776210784496666
PPP1R14B,A0A024R563,NA,0.40185427741560853,0.914,-0.0807,FALSE,Stable,0.0403,11.014502973584458,10.7832812303325,-0.0403,10.799876349360957,10.836536817821536
QKI,Q96PU8,9444,0.41081679822151146,0.914,-0.0367,FALSE,Stable,0.0184,9.70053302327586,9.760837440917404,-0.0184,9.693679530073434,9.694283498041873
RAD54L2,Q9Y4B4,NA,0.4081477609264431,0.914,0.0402,FALSE,Stable,-0.0201,8.459890142601528,8.527064487451355,0.0201,8.513046565895559,8.554238404882723
RALB,P11234,5899,0.4112844804806106,0.914,-0.0738,FALSE,Stable,0.0369,11.000721206322478,10.814016221723175,-0.0369,10.779379754201392,10.887743830949042
RNF126,Q9BV68,55658,0.40190026261572803,0.914,0.0423,FALSE,Stable,-0.0211,10.946481132045397,11.030710613626667,0.0211,11.040589096252532,11.021143069372972
SMU1,Q2TAY7,55234,0.4098452558224075,0.914,-0.0344,FALSE,Stable,0.0172,13.242345695592153,13.225922708952753,-0.0172,13.219830455197693,13.17958268019804
SOD2,A0A0C4DFU2,NA,0.40502338311742925,0.914,0.0424,FALSE,Stable,-0.0212,11.663513802055972,11.60441181997231,0.0212,11.643346070798911,11.709404511742205
TCP1,P17987,6950,0.40116666741602103,0.914,0.0324,FALSE,Stable,-0.0162,15.284217184107076,15.289294974478315,0.0162,15.320562197080047,15.317703510193699
THAP12,O43422,5612,0.40345185553027235,0.914,-0.0458,FALSE,Stable,0.0229,9.909990339719409,9.818062628729948,-0.0229,9.842215970337287,9.794204892706283
TRRAP,F2Z2U4,NA,0.4117856364527768,0.914,0.0388,FALSE,Stable,-0.0194,9.591795227458778,9.66303148108233,0.0194,9.658166364431215,9.674185338932462
UBXN4,Q92575,23190,0.4039125686124298,0.914,0.0835,FALSE,Stable,-0.0417,10.674832573994143,10.435729858239997,0.0417,10.611927688627924,10.66556060468572
URCC5,B1Q2B0,NA,0.4119174779252107,0.914,0.224,FALSE,Stable,-0.112,8.72361495114952,8.73981676068198,0.112,9.315608829748204,8.59631184769943
WDR45.1,A6NM71,NA,0.40407701788942146,0.914,0.036,FALSE,Stable,-0.018,8.359123696774027,8.399247915512088,0.018,8.431254312756861,8.399018728410558
WDR70,Q9NW82,55100,0.40680144384028477,0.914,0.135,FALSE,Stable,-0.0675,10.44050118238829,10.85735237997012,0.0675,10.75703037826861,10.810979833607385
ZMYM3,A6NHB5,9203,0.4097664016064727,0.914,-0.0505,FALSE,Stable,0.0252,10.371523649340741,10.245966045044957,-0.0252,10.26650686791795,10.250063024551018
ZNF574,A0A0C4DFM2,64763,0.4047020536995325,0.914,-0.0697,FALSE,Stable,0.0349,9.995863103235315,9.805246766290653,-0.0349,9.805429600893602,9.856252489565433
A8K3X3,A8K3X3,NA,0.4226769014440147,0.915,0.0321,FALSE,Stable,-0.0161,10.993148016022698,11.023831528986726,0.0161,11.043437582691432,11.037836227293074
A8K6Q4,A8K6Q4,NA,0.42011422817165944,0.915,-0.0328,FALSE,Stable,0.0164,12.019701238463194,11.9886157418917,-0.0164,11.962121657392514,11.980575466600861
AFF1,P51825,NA,0.4196066067432678,0.915,-0.0335,FALSE,Stable,0.0167,8.615964662951177,8.574187290041358,-0.0167,8.563164079588995,8.560048454767239
AMZ2,A0A024R8K0,NA,0.41654660021130574,0.915,0.045,FALSE,Stable,-0.0225,9.17946699523582,9.160907701637392,0.0225,9.267494549377547,9.162876511507799
B2RAH3,B2RAH3,NA,0.413151833686993,0.915,-0.0704,FALSE,Stable,0.0352,9.932602484086908,9.728284695446362,-0.0352,9.76669600479657,9.753373414585985
B3KVA4,B3KVA4,NA,0.41425422902759546,0.915,0.0505,FALSE,Stable,-0.0252,11.820200529819024,11.826701220663995,0.0252,11.938270263931642,11.809572850133812
