"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"RPS3","E9PJN9",0.0398395551207124,0.738,FALSE,-0.164,0.0819,-0.0819
"RPS3.1","P23396",0.0302186839411853,0.693,FALSE,-0.149,0.0746,-0.0746
"RPS3.2","E9PSF4",0.667956059091495,0.926,FALSE,-0.0186,0.00928,-0.00928
"RPS3A","P61247",0.0159304153865648,0.552,FALSE,-0.273,0.137,-0.137
"RPS4X","P62701",0.0257950810481221,0.663,FALSE,-0.17,0.0851,-0.0851
"RPS5","P46782",0.0211710427373813,0.621,FALSE,-0.145,0.0725,-0.0725
"RPS6","P62753",0.00913979802087591,0.392,FALSE,-0.372,0.186,-0.186
"RPS6KA1","Q15418-2",0.616521736775492,0.924,FALSE,0.0189,-0.00947,0.00947
"RPS6KA3","P51812",0.450432138792553,0.914,FALSE,0.0371,-0.0185,0.0185
"RPS6KA5","O75582",0.0726535264753671,0.81,FALSE,0.141,-0.0706,0.0706
"RPS6KB1","P23443",0.472491067437441,0.916,FALSE,-0.0395,0.0197,-0.0197
"RPS6KB2","Q9BRS0",0.574681408546023,0.922,FALSE,-0.0212,0.0106,-0.0106
"RPS7","P62081",0.0405810097952578,0.741,FALSE,-0.16,0.0802,-0.0802
"RPS8","P62241",0.00808161514188303,0.362,FALSE,-0.197,0.0987,-0.0987
"RPSA","A0A0C4DG17",0.145770742727182,0.864,FALSE,-0.0712,0.0356,-0.0356
"RPTOR","Q8N122",0.220230512175212,0.886,FALSE,-0.0673,0.0337,-0.0337
"RPUSD2","Q8IZ73",0.189718990998838,0.878,FALSE,0.159,-0.0796,0.0796
"RPUSD3","Q6P087",0.744484245379623,0.929,FALSE,0.0154,-0.00772,0.00772
"RQCD1","Q92600",0.0466025340984625,0.76,FALSE,-0.0968,0.0484,-0.0484
"RRAGB","Q5VZM2",0.0315594831755185,0.701,FALSE,-0.137,0.0685,-0.0685
"RRAGC","Q9HB90",0.0999156405968411,0.838,FALSE,-0.148,0.0742,-0.0742
"RRAGD","Q9NQL2",0.0156870068647262,0.547,FALSE,-0.305,0.152,-0.152
"RRAS","P10301",0.0351798817944861,0.719,FALSE,0.169,-0.0844,0.0844
"RRAS2","P62070-4",0.0195298293700136,0.603,FALSE,0.165,-0.0823,0.0823
"RRBP1","A7BI36",0.574362111792088,0.922,FALSE,0.0323,-0.0161,0.0161
"RRM1","P23921",0.379271359540485,0.908,FALSE,0.215,-0.107,0.107
"RRM2B","Q7LG56-6",0.00897186915617018,0.387,FALSE,0.282,-0.141,0.141
"RRP1","Q6PJJ2",0.116406888311145,0.849,FALSE,-0.166,0.0832,-0.0832
"RRP15","Q9Y3B9",0.0302277445026482,0.693,FALSE,-0.387,0.193,-0.193
"RRP1B","Q14684",0.0350542827176405,0.719,FALSE,-0.159,0.0797,-0.0797
"RRP7A","Q9Y3A4",0.132189328887558,0.858,FALSE,-0.0677,0.0338,-0.0338
"RRP8","O43159",0.777446076959824,0.931,FALSE,0.0112,-0.00562,0.00562
"RRP9","O43818",0.0264674281092957,0.668,FALSE,-0.136,0.0678,-0.0678
"RRS1","Q15050",0.497203582147729,0.917,FALSE,0.0728,-0.0364,0.0364
"RSBN1","Q5VWQ0",0.491870768666421,0.917,FALSE,-0.0376,0.0188,-0.0188
"RSBN1L","Q6PCB5",0.784635484782753,0.931,FALSE,-0.0117,0.00585,-0.00585
"RSF1","Q96T23",0.120344865423604,0.852,FALSE,0.093,-0.0465,0.0465
"RSL1D1","O76021",0.138277726806499,0.861,FALSE,-0.11,0.0549,-0.0549
"RSRC1","Q96IZ7",0.437006609239294,0.913,FALSE,-0.0336,0.0168,-0.0168
"RSRC2","Q7L4I2",0.0155687119726593,0.545,FALSE,0.27,-0.135,0.135
"RSU1","Q15404",0.26921841984161,0.895,FALSE,-0.121,0.0603,-0.0603
"RTCB","Q9Y3I0",0.25211398644608,0.892,FALSE,0.0675,-0.0338,0.0338
"RTF1","Q92541",0.960164947534054,0.936,FALSE,0.00228,-0.00114,0.00114
"RTFDC1","Q9BY42",0.126022297913361,0.855,FALSE,-0.0957,0.0478,-0.0478
"RTN4","Q9NQC3",0.0343738944154091,0.715,FALSE,0.121,-0.0605,0.0605
"RTN4IP1","Q8WWV3",0.00788420761150113,0.356,FALSE,-0.163,0.0816,-0.0816
"RUBCN","Q92622",0.982533025972658,0.937,FALSE,-0.000896,0.000448,-0.000448
"RUFY1","Q96T51",0.0328798528027224,0.708,FALSE,-0.142,0.0709,-0.0709
"RUFY3","Q7L099-2",0.203197323180968,0.882,FALSE,-0.144,0.0722,-0.0722
"RUFY3.1","Q7L099-3",0.77711575322392,0.931,FALSE,0.0109,-0.00544,0.00544
"RUNX1","Q01196-8",0.0306966732950027,0.696,FALSE,-0.122,0.061,-0.061
"RUNX2","I3L0L0",0.0477089076785545,0.763,FALSE,-0.219,0.109,-0.109
"RUVBL1","B5BUB1",0.545998499172923,0.92,FALSE,-0.0324,0.0162,-0.0162
"RUVBL2","Q9Y230",0.234539623384863,0.889,FALSE,0.0544,-0.0272,0.0272
"RWDD1","Q9H446",0.128431362946881,0.856,FALSE,-0.0762,0.0381,-0.0381
"RWDD4","Q6NW29",0.0546624104575661,0.78,FALSE,0.0986,-0.0493,0.0493
"RXRB","P28702-3",0.128806216249148,0.856,FALSE,-0.214,0.107,-0.107
"RYDEN","Q9NUL5",0.364802960310572,0.907,FALSE,0.0424,-0.0212,0.0212
"RYR3","A0A087X080",0.0048014526927401,0.241,FALSE,0.321,-0.161,0.161
"S100A11","P31949",0.280922902305037,0.897,FALSE,-0.0764,0.0382,-0.0382
"S100A4","P26447",0.0916517249899937,0.831,FALSE,0.242,-0.121,0.121
"SAAL1","Q96ER3",0.255259165331734,0.892,FALSE,-0.0818,0.0409,-0.0409
"SACM1L","Q9NTJ5",0.0232441668079017,0.642,FALSE,0.151,-0.0754,0.0754
"SAE1","Q9UBE0",0.691159167013478,0.927,FALSE,0.0158,-0.00789,0.00789
"SAFB","Q15424-3",0.259391875817065,0.893,FALSE,0.0627,-0.0314,0.0314
"SAFB2","Q14151",0.276410087650654,0.896,FALSE,-0.0461,0.023,-0.023
"SAMD1","Q6SPF0",0.772886937179714,0.93,FALSE,-0.0123,0.00613,-0.00613
"SAMD9","Q5K651",0.00720955703862659,0.335,FALSE,-0.269,0.134,-0.134
"SAMD9L","Q8IVG5",0.092448900181733,0.832,FALSE,-0.139,0.0693,-0.0693
"SAMHD1","Q9Y3Z3",0.962228856173701,0.936,FALSE,-0.00367,0.00183,-0.00183
"SAMM50","Q9Y512",0.0596974442110425,0.79,FALSE,-0.11,0.0552,-0.0552
"SAP130","Q9H0E3-3",0.925872272299384,0.935,FALSE,-0.00495,0.00248,-0.00248
"SAP18","X6RAL5",0.00746849099651595,0.343,FALSE,0.183,-0.0915,0.0915
"SAP30","O75446",0.0253528835058089,0.66,FALSE,-0.312,0.156,-0.156
"SAP30BP","J3QQJ0",0.115841636454663,0.849,FALSE,-0.146,0.0731,-0.0731
"SAP30L","Q9HAJ7",0.0181411797684501,0.585,FALSE,-0.201,0.101,-0.101
"SAR1A","Q9NR31",0.24101449210551,0.89,FALSE,-0.0591,0.0295,-0.0295
"SARM1","Q6SZW1",0.111451115041849,0.846,FALSE,0.424,-0.212,0.212
"SARS","P49591",0.710875693643254,0.928,FALSE,-0.043,0.0215,-0.0215
"SARS2","M0QWZ7",0.0248488252722935,0.656,FALSE,-0.117,0.0587,-0.0587
"SART1","O43290",0.652552257919652,0.925,FALSE,0.0191,-0.00956,0.00956
"SART3","F8VV04",0.44394644266112,0.913,FALSE,0.0568,-0.0284,0.0284
"SART3.1","Q15020",0.147636165409834,0.865,FALSE,0.104,-0.0522,0.0522
"SASH3","O75995",0.809939448515162,0.932,FALSE,0.012,-0.00601,0.00601
"SAT2","Q96F10",0.663537605116007,0.926,FALSE,0.0175,-0.00875,0.00875
"SBDS","Q9Y3A5",0.0979445802029541,0.836,FALSE,0.0807,-0.0403,0.0403
"SBF1","O95248-4",0.0129605360068102,0.494,FALSE,-0.159,0.0794,-0.0794
"SBNO1","A3KN83",0.445461357122719,0.914,FALSE,-0.0783,0.0392,-0.0392
"SCAF11","Q99590",0.00424679038541459,0.212,FALSE,0.233,-0.116,0.116
"SCAF4","O95104",0.186236358039343,0.878,FALSE,0.0668,-0.0334,0.0334
"SCAF8","A0A0A0MT33",0.0672292667305153,0.803,FALSE,-0.109,0.0544,-0.0544
"SCAMP3","O14828",0.331317901230376,0.903,FALSE,0.183,-0.0915,0.0915
"SCAMP3.1","O14828-2",0.210183778410277,0.884,FALSE,0.336,-0.168,0.168
"SCAMP4","Q969E2",0.509567134986905,0.918,FALSE,0.0257,-0.0128,0.0128
"SCCPDH","Q8NBX0",0.0471506637089714,0.762,FALSE,0.126,-0.0631,0.0631
"SCD5","Q86SK9",0.150992281447187,0.866,FALSE,0.117,-0.0583,0.0583
"SCFD2","Q8WU76",0.436584025376567,0.913,FALSE,0.0331,-0.0166,0.0166
"SCLY","A0A0A0MQU4",0.274718416831681,0.896,FALSE,-0.0642,0.0321,-0.0321
"SCML2","Q9UQR0",0.0900611171981631,0.83,FALSE,0.398,-0.199,0.199
"SCNM1","Q9BWG6",0.446835441262931,0.914,FALSE,-0.0322,0.0161,-0.0161
"SCO1","O75880",0.675316302512705,0.926,FALSE,0.0203,-0.0102,0.0102
"SCO2","O43819",0.111757967524582,0.846,FALSE,0.0827,-0.0413,0.0413
"SCOC","Q9UIL1",0.751134477656566,0.93,FALSE,-0.0135,0.00677,-0.00677
"SCPEP1","Q9HB40",0.00834593729303052,0.369,FALSE,-0.297,0.149,-0.149
"SCRIB","A0A0G2JPP5",0.0783368661706248,0.818,FALSE,-0.169,0.0844,-0.0844
"SCRN1","Q12765-2",0.00496533130905127,0.249,FALSE,0.273,-0.137,0.137
"SCRN2","J3QL71",0.00523706446557634,0.262,FALSE,0.195,-0.0977,0.0977
"SCRN3","Q0VDG5",0.685263539418925,0.927,FALSE,-0.0165,0.00823,-0.00823
"SCYL1","Q96KG9",0.706595447595207,0.928,FALSE,0.0575,-0.0287,0.0287
"SCYL2","A0A0U1RQQ9",0.667568961618894,0.926,FALSE,0.0237,-0.0119,0.0119
"SCYL3","Q8IZE3",0.117845233930532,0.85,FALSE,-0.0718,0.0359,-0.0359
"SDAD1","Q9NVU7",0.00906546337708086,0.389,FALSE,-0.223,0.111,-0.111
"SDCBP","G5EA09",0.872719669618797,0.934,FALSE,0.00653,-0.00326,0.00326
"SDE2","Q6IQ49",0.263297809741025,0.894,FALSE,0.239,-0.12,0.12
"SDF2","Q99470",0.00647775489777144,0.312,FALSE,0.675,-0.337,0.337
"SDF4","G3V1E2",0.593200288883548,0.923,FALSE,-0.0248,0.0124,-0.0124
"SDF4.1","Q9BRK5",0.134654764066697,0.859,FALSE,-0.0836,0.0418,-0.0418
"SDHA","P31040",0.0617598219879832,0.794,FALSE,0.0916,-0.0458,0.0458
"SDHAF3","Q9NRP4",0.38903455879081,0.909,FALSE,-0.0921,0.046,-0.046
"SDHB","P21912",0.221937367232947,0.886,FALSE,0.0567,-0.0283,0.0283
"SDR39U1","Q9NRG7-2",0.0477152288067073,0.763,FALSE,0.105,-0.0525,0.0525
"SEC11C","Q9BY50",0.0101497526385388,0.421,FALSE,-0.183,0.0917,-0.0917
"SEC13","P55735-3",0.98495949331307,0.937,FALSE,-0.000886,0.000443,-0.000443
"SEC16A","J3KNL6",0.180254092378392,0.876,FALSE,-0.0691,0.0346,-0.0346
"SEC22B","I1VE18",0.127411230668019,0.855,FALSE,0.177,-0.0886,0.0886
"SEC22B.1","O75396",0.616536043671064,0.924,FALSE,0.0334,-0.0167,0.0167
"SEC23A","Q15436",0.0224343953761375,0.634,FALSE,-0.163,0.0813,-0.0813
"SEC23B","Q15437",0.00411587870823612,0.205,FALSE,-0.2,0.0999,-0.0999
"SEC24A","O95486",0.0932027094972456,0.833,FALSE,-0.211,0.106,-0.106
"SEC24B","O95487-3",0.0214460372216739,0.624,FALSE,-0.173,0.0866,-0.0866
"SEC24C","P53992",0.173214150433636,0.874,FALSE,-0.0761,0.0381,-0.0381
"SEC24D","O94855-2",0.00934462603458308,0.398,FALSE,-0.2,0.0999,-0.0999
"SEC31A","O94979-4",0.00451872311803731,0.227,FALSE,-0.221,0.11,-0.11
"SEC31A.1","D6REX3",0.00449492511937899,0.226,FALSE,-0.222,0.111,-0.111
"SEC61A1","B4DR61",0.0586613281494529,0.788,FALSE,-0.142,0.0708,-0.0708
"SEC61B","P60468",0.00346814450439489,0.171,FALSE,0.304,-0.152,0.152
"SEC62","Q99442",0.00619560343564243,0.301,FALSE,0.678,-0.339,0.339
"SECISBP2","Q96T21",0.31779300434328,0.901,FALSE,0.0468,-0.0234,0.0234
"SEH1L","Q96EE3-1",0.975519924307001,0.937,FALSE,0.00126,-0.000628,0.000628
"SEL1L","Q9UBV2",0.034743944449319,0.717,FALSE,-0.619,0.309,-0.309
"SELENOS","E9PN30",0.0211528208565873,0.621,FALSE,0.238,-0.119,0.119
"SELH","Q8IZQ5",0.222356241820651,0.886,FALSE,0.0538,-0.0269,0.0269
"SELK","Q9Y6D0",0.835359965603281,0.933,FALSE,-0.00914,0.00457,-0.00457
"SELO","Q9BVL4",0.265205731335442,0.894,FALSE,-0.0729,0.0365,-0.0365
"SEMA4A","Q9H3S1",0.312129616465219,0.901,FALSE,0.249,-0.125,0.125
"SENP1","Q9P0U3",0.0540295785858477,0.779,FALSE,-0.15,0.0749,-0.0749
"SENP3","Q9H4L4",0.312495653689499,0.901,FALSE,-0.0459,0.0229,-0.0229
"SENP7","Q9BQF6",0.00602284849184317,0.295,FALSE,-0.177,0.0886,-0.0886
"SEPHS1","P49903",0.289105285788177,0.898,FALSE,0.0487,-0.0243,0.0243
"SEPHS2","Q99611",0.656620473878461,0.926,FALSE,-0.02,0.01,-0.01
"SERBP1","Q8NC51",0.15910564751081,0.869,FALSE,0.0645,-0.0322,0.0322
"SERBP1.1","Q8NC51-2",0.219827485842173,0.886,FALSE,0.0575,-0.0288,0.0288
"SERF2","P84101",0.0654820128322252,0.8,FALSE,-0.358,0.179,-0.179
"SERPINA1","A0A024R6I7",0.785944287205408,0.931,FALSE,0.0184,-0.00922,0.00922
"SERPINB1","P30740",0.0191428762930872,0.598,FALSE,0.211,-0.105,0.105
"SERPINB9","P50453",0.00932425003201893,0.397,FALSE,0.223,-0.111,0.111
"SESN2","P58004",0.104361994265627,0.841,FALSE,-0.207,0.104,-0.104
"SET","Q01105",0.725644567318396,0.929,FALSE,0.022,-0.011,0.011
"SETD1A","O15047",0.0865150648433829,0.826,FALSE,-0.0949,0.0475,-0.0475
"SETD2","Q9BYW2",0.348291719535127,0.905,FALSE,0.0497,-0.0249,0.0249
"SETD3","Q86TU7",0.998449954720795,0.938,FALSE,-0.000132,6.6e-05,-6.6e-05
"SETD7","Q8WTS6",0.319320246624023,0.902,FALSE,0.0874,-0.0437,0.0437
"SETDB1","Q15047",0.0816845546821354,0.821,FALSE,-0.197,0.0985,-0.0985
"SETX","Q7Z333-4",0.365378085855454,0.907,FALSE,0.186,-0.0928,0.0928
"SF1","Q15637-5",0.866042574512543,0.934,FALSE,-0.00637,0.00319,-0.00319
"SF1.1","H7C0N4",0.615127381450823,0.924,FALSE,-0.0231,0.0116,-0.0116
"SF1.2","Q15637-6",0.818087216175136,0.932,FALSE,-0.00875,0.00438,-0.00438
"SF3A1","Q15459",0.108959932855973,0.845,FALSE,0.0739,-0.0369,0.0369
"SF3A2","Q05DF2",0.912534553260231,0.935,FALSE,-0.00409,0.00205,-0.00205
"SF3B1","O75533",0.985320942024887,0.937,FALSE,0.000815,-0.000407,0.000407
"SF3B1.1","A0PJH5",0.455592460174235,0.914,FALSE,0.0325,-0.0163,0.0163
"SF3B2","Q13435",0.874152526593574,0.934,FALSE,0.00695,-0.00347,0.00347
"SF3B3","Q15393",0.896598701946593,0.935,FALSE,-0.00682,0.00341,-0.00341
"SF3B4","Q15427",0.227724882637803,0.887,FALSE,-0.056,0.028,-0.028
"SF3B5","Q9BWJ5",0.0763853996040217,0.815,FALSE,-0.193,0.0966,-0.0966
"SF3B6","Q9Y3B4",0.814821438882664,0.932,FALSE,0.0097,-0.00485,0.00485
"SFN","P31947",0.183939221342741,0.877,FALSE,-0.0647,0.0323,-0.0323
"SFPQ","P23246",0.0823427237082528,0.822,FALSE,-0.106,0.0532,-0.0532
"SFRS4","A8K644",0.197409730783461,0.881,FALSE,0.0664,-0.0332,0.0332
"SFSWAP","Q12872-2",0.0364066883279177,0.725,FALSE,-0.105,0.0526,-0.0526
"SFT2D2","O95562",0.0638938757745912,0.798,FALSE,0.0996,-0.0498,0.0498
"SFXN1","Q9H9B4",0.151811118414151,0.866,FALSE,0.138,-0.0692,0.0692
"SFXN2","Q96NB2",0.708971735412419,0.928,FALSE,-0.0145,0.00724,-0.00724
"SFXN4","Q6P4A7",0.26461262773699,0.894,FALSE,0.0585,-0.0292,0.0292
"SGF29","Q96ES7",0.674640570106758,0.926,FALSE,0.0165,-0.00823,0.00823
"SGK223","Q86YV5",0.694428234112001,0.927,FALSE,0.0152,-0.00762,0.00762
"SGPP1","Q9BX95",0.0105310592346704,0.432,FALSE,0.279,-0.139,0.139
"SGTA","O43765",0.220055827232713,0.886,FALSE,0.0534,-0.0267,0.0267
"SGTB","Q96EQ0",0.0214464492390276,0.624,FALSE,0.365,-0.182,0.182
"SH2B2","A0A0A0MTI2",0.13100036857251,0.857,FALSE,-0.189,0.0943,-0.0943
"SH3BGRL","O75368",0.00255623665895155,0.113,FALSE,0.285,-0.143,0.143
"SH3BGRL3","D3DPK5",0.228900567018569,0.888,FALSE,0.121,-0.0605,0.0605
"SH3BP1","Q9Y3L3",0.216600425673284,0.885,FALSE,0.0608,-0.0304,0.0304
"SH3GL1","Q99961",0.136247756926633,0.86,FALSE,0.0815,-0.0408,0.0408
"SH3GLB1","A0A087WW40",0.386855649504441,0.909,FALSE,-0.0588,0.0294,-0.0294
"SH3GLB2","B7ZC38",0.926211854179565,0.935,FALSE,-0.00521,0.00261,-0.00261
"SH3KBP1","Q96B97",0.00586665323562023,0.288,FALSE,0.259,-0.13,0.13
"SHARPIN","Q9H0F6",0.164919892843494,0.871,FALSE,0.182,-0.0909,0.0909
"SHC1","P29353-6",0.0378565742581048,0.731,FALSE,-0.119,0.0593,-0.0593
"SHCBP1","A0A024R6R1",0.961402395084141,0.936,FALSE,-0.00191,0.000956,-0.000956
"SHINC3","A6QKW0",0.163927289837202,0.871,FALSE,0.174,-0.0871,0.0871
"SHMT1","P34896",0.660582671607547,0.926,FALSE,0.017,-0.00852,0.00852
"SHMT2","P34897",0.0725551871596774,0.81,FALSE,-0.11,0.0551,-0.0551
"SHOC2","Q9UQ13",0.0274920028221819,0.676,FALSE,-0.156,0.0779,-0.0779
"SIK3","H0Y4E8",0.0704734467933952,0.808,FALSE,-0.166,0.0829,-0.0829
"SIKE1","Q9BRV8-2",0.512161948736358,0.918,FALSE,0.0476,-0.0238,0.0238
"SIN3A","Q96ST3",0.43878431371559,0.913,FALSE,0.0301,-0.015,0.015
"SIPA1","Q96FS4",0.973065483859382,0.937,FALSE,0.00128,-0.00064,0.00064
"SIPA1L3","B2RWP0",0.204392197454362,0.882,FALSE,0.0565,-0.0283,0.0283
"SIRPA","P78324-2",0.594316432731846,0.923,FALSE,-0.0234,0.0117,-0.0117
"SIRT1","Q96EB6",0.487245014714057,0.917,FALSE,-0.0285,0.0142,-0.0142
"SIRT2","Q8IXJ6",0.102475648933223,0.84,FALSE,-0.0818,0.0409,-0.0409
"SIRT5","Q9NXA8",0.267291427604719,0.894,FALSE,0.0546,-0.0273,0.0273
"SIRT6","Q8N6T7",0.612109047586953,0.924,FALSE,0.0682,-0.0341,0.0341
"SIT1","Q9Y3P8",0.636391346316733,0.925,FALSE,-0.0177,0.00885,-0.00885
"SKA3","Q8IX90",0.0341941510276747,0.714,FALSE,-0.253,0.127,-0.127
"SKIV2L","Q15477",0.203145566576215,0.882,FALSE,0.0952,-0.0476,0.0476
"SKIV2L2","P42285",0.910591854416972,0.935,FALSE,0.00941,-0.00471,0.00471
"SKP1","P63208",0.893496580845514,0.934,FALSE,-0.00502,0.00251,-0.00251
"SLAIN1","A0A0A0MSS3",0.24533251323222,0.891,FALSE,0.0612,-0.0306,0.0306
"SLAIN2","Q9P270",0.436282629542389,0.913,FALSE,-0.0394,0.0197,-0.0197
"SLBP","F8W8D3",0.0958200803163012,0.835,FALSE,-0.126,0.0629,-0.0629
"SLC12A2","P55011",0.728660252398464,0.929,FALSE,-0.0216,0.0108,-0.0108
"SLC12A4","Q9UP95",0.163677184680011,0.871,FALSE,-0.0596,0.0298,-0.0298
"SLC16A7","O60669",0.354056597777749,0.906,FALSE,-0.0425,0.0213,-0.0213
"SLC1A5","Q15758",0.999928035822457,0.938,FALSE,-1.6e-05,8e-06,-8e-06
"SLC25A1","D9HTE9",0.0910683309250669,0.831,FALSE,0.177,-0.0886,0.0886
"SLC25A10","Q9UBX3-2",0.167763842273175,0.872,FALSE,0.0602,-0.0301,0.0301
"SLC25A11","Q02978",0.28403583501083,0.897,FALSE,0.113,-0.0567,0.0567
"SLC25A13","Q9UJS0-2",0.124686869029269,0.854,FALSE,0.0763,-0.0382,0.0382
"SLC25A17","O43808",0.102452486632365,0.84,FALSE,-0.0802,0.0401,-0.0401
"SLC25A20","O43772",0.0436000653181533,0.751,FALSE,-0.191,0.0953,-0.0953
"SLC25A22","Q9H936",0.366620259169961,0.907,FALSE,0.0356,-0.0178,0.0178
"SLC25A3","Q00325-2",0.595635215214518,0.923,FALSE,-0.0264,0.0132,-0.0132
"SLC25A4","P12235",0.142902296691565,0.863,FALSE,-0.0975,0.0488,-0.0488
"SLC25A42","Q86VD7",0.0741965543407029,0.812,FALSE,0.127,-0.0637,0.0637
"SLC25A46","Q96AG3",0.936569142113163,0.936,FALSE,0.00453,-0.00226,0.00226
"SLC25A5","Q6NVC0",0.0685128825699673,0.805,FALSE,-0.183,0.0915,-0.0915
"SLC27A2","O14975",0.0786245709800007,0.818,FALSE,0.08,-0.04,0.04
"SLC27A4","Q6P1M0",0.0777206816441831,0.817,FALSE,0.183,-0.0913,0.0913
"SLC2A5","P22732",0.00341401124326304,0.168,FALSE,0.502,-0.251,0.251
"SLC30A9","A0A024R9W8",0.292303674150545,0.898,FALSE,0.103,-0.0513,0.0513
"SLC35A4","L0R6Q1",0.266281104163545,0.894,FALSE,0.0603,-0.0301,0.0301
"SLC35B2","Q8TB61",0.209372040554211,0.883,FALSE,0.0925,-0.0463,0.0463
"SLC35E1","Q96K37",0.0613469647010248,0.793,FALSE,-0.169,0.0847,-0.0847
"SLC38A1","F8VX04",0.0653834405180101,0.8,FALSE,-0.101,0.0505,-0.0505
"SLC38A10","Q9HBR0",0.832455437909195,0.932,FALSE,-0.0191,0.00954,-0.00954
"SLC39A11","Q8N1S5",0.490962298004253,0.917,FALSE,-0.0318,0.0159,-0.0159
"SLC39A7","Q92504",0.380798568019822,0.908,FALSE,-0.0488,0.0244,-0.0244
"SLC3A2","J3KPF3",0.704810877721254,0.928,FALSE,-0.0454,0.0227,-0.0227
"SLC43A1","O75387-2",0.738761194518169,0.929,FALSE,0.0216,-0.0108,0.0108
"SLC43A2","Q8N370-3",0.315160659705599,0.901,FALSE,0.0502,-0.0251,0.0251
"SLC43A3","Q8NBI5-2",0.281299048439182,0.897,FALSE,0.0959,-0.048,0.048
"SLC4A1AP","Q9BWU0",0.0069514196032318,0.327,FALSE,-0.262,0.131,-0.131
"SLC4A7","Q9Y6M7-7",0.0581650819577008,0.787,FALSE,0.105,-0.0526,0.0526
"SLC7A5","Q01650",0.234149728542899,0.889,FALSE,0.141,-0.0706,0.0706
"SLC7A6","Q92536",0.9882593286189,0.937,FALSE,-0.00167,0.000836,-0.000836
"SLC9A3R1","O14745",0.934387792828469,0.936,FALSE,0.00326,-0.00163,0.00163
"SLC9A6","Q92581-2",0.847156283671877,0.933,FALSE,0.00858,-0.00429,0.00429
"SLCO3A1","Q9UIG8",0.151288353783569,0.866,FALSE,0.0945,-0.0472,0.0472
"SLCO4A1","Q96BD0",0.0876320103040148,0.827,FALSE,0.24,-0.12,0.12
"SLFN11","Q7Z7L1",0.507235172221687,0.918,FALSE,0.0458,-0.0229,0.0229
"SLFN13","B7ZVY5",0.304738987274362,0.9,FALSE,-0.0436,0.0218,-0.0218
"SLIRP","Q9GZT3",0.294883935173605,0.899,FALSE,-0.0595,0.0297,-0.0297
"SLK","Q9H2G2-2",0.03003264277074,0.692,FALSE,-0.131,0.0653,-0.0653
"SLMAP","Q14BN4",0.0645867469510493,0.799,FALSE,-0.12,0.0599,-0.0599
"SLTM","A0A024R5X3",0.23288640805137,0.888,FALSE,0.0644,-0.0322,0.0322
"SLX4IP","Q5VYV7",0.575169488561063,0.922,FALSE,0.0212,-0.0106,0.0106
"SMAD2","Q15796",0.740007074489398,0.929,FALSE,0.0283,-0.0141,0.0141
"SMAD3","P84022",0.0183308605797868,0.587,FALSE,-0.129,0.0646,-0.0646
"SMAD4","Q13485",0.0816474295907738,0.821,FALSE,-0.094,0.047,-0.047
"SMAP","O00193",0.376400467319044,0.908,FALSE,-0.048,0.024,-0.024
"SMAP2","Q8WU79",0.102907253780201,0.84,FALSE,0.22,-0.11,0.11
"SMARCA1","B7ZLQ5",0.0598592408658893,0.791,FALSE,-0.176,0.0879,-0.0879
"SMARCA2","P51531",0.448657118382379,0.914,FALSE,0.047,-0.0235,0.0235
"SMARCA4","A0A0A0MT49",0.753795906360847,0.93,FALSE,-0.0186,0.00929,-0.00929
"SMARCA5","O60264",0.866792768199035,0.934,FALSE,-0.00626,0.00313,-0.00313
"SMARCAD1","Q9H4L7-2",0.0437307335030146,0.752,FALSE,-0.25,0.125,-0.125
"SMARCAL1","Q9NZC9",0.775459420228675,0.93,FALSE,0.0133,-0.00665,0.00665
"SMARCB1","Q12824",0.701823086579816,0.928,FALSE,-0.0257,0.0128,-0.0128
"SMARCC1","Q58EY4",0.68989126244903,0.927,FALSE,-0.0232,0.0116,-0.0116
"SMARCC2","Q8TAQ2",0.0374961353525009,0.729,FALSE,0.128,-0.0638,0.0638
"SMARCC2.1","F8VXC8",0.0389683909233678,0.735,FALSE,0.134,-0.0669,0.0669
"SMARCD1","A0A024R102",0.84869578051512,0.933,FALSE,-0.0074,0.0037,-0.0037
"SMARCD2","Q92925",0.0400378826864219,0.739,FALSE,0.111,-0.0554,0.0554
"SMARCE1","Q969G3",0.178607129891458,0.875,FALSE,-0.109,0.0546,-0.0546
"SMC1A","Q14683",0.492930916242934,0.917,FALSE,0.028,-0.014,0.014
"SMC2","O95347",0.0282878489665887,0.681,FALSE,-0.281,0.141,-0.141
"SMC3","Q86VX4",0.112741018662554,0.847,FALSE,0.0726,-0.0363,0.0363
"SMC4","Q9NTJ3",0.032200485926776,0.704,FALSE,-0.172,0.086,-0.086
"SMC5","Q8IY18",0.112172870435738,0.847,FALSE,-0.111,0.0557,-0.0557
"SMC6","Q96SB8-2",0.0560303603594831,0.783,FALSE,-0.118,0.059,-0.059
"SMCHD1","A6NHR9",0.453736848443035,0.914,FALSE,-0.0286,0.0143,-0.0143
"SMDT1","Q9H4I9",0.529663164484364,0.919,FALSE,0.0276,-0.0138,0.0138
"SMG1","Q96Q15",0.842597894707244,0.933,FALSE,0.0141,-0.00705,0.00705
"SMG5","Q9UPR3",0.155481534920801,0.868,FALSE,-0.0882,0.0441,-0.0441
"SMG6","Q86US8",0.12213524778268,0.853,FALSE,-0.0691,0.0345,-0.0345
"SMG7","Q92540-4",0.264726790722664,0.894,FALSE,0.071,-0.0355,0.0355
